gene1,gene2
EGR3,SOCS2
EGR3,SORT1
EGR3,SPINT2
EGR3,SPNS1
EGR3,STAMBP
EGR3,TAF5
EGR3,TDRKH
EGR3,THOC2
EGR3,THOC6
EGR3,TLCD1
EGR3,UBAP2L
EGR3,UBE2Z
EGR3,USP39
EGR3,USP43
EGR3,XPR1
EGR3,ZNF706
EGR3,ZSWIM5
EGR3,ZSWIM6
EHD3,RBSN
EHHADH,ACAT1
EHHADH,IVD
ELAVL1,ATF5
ELAVL1,TRAF5
ELAVL1,ZFP36
ELK1,ACD
ELK1,ACTG2
ELK1,AP3B1
ELK1,AP5M1
ELK1,ARID2
ELK1,ASXL2
ELK1,BANF1
ELK1,BLM
ELK1,BROX
ELK1,C17orf58
ELK1,CBLN2
ELK1,CDCA8
ELK1,CENPF
ELK1,CIDEB
ELK1,CITED2
ELK1,CLK2
ELK1,COLEC11
ELK1,COMMD5
ELK1,COPA
ELK1,CPSF3
ELK1,CSPP1
ELK1,DAP3
ELK1,DCAF8
ELK1,DDX55
ELK1,DHX30
ELK1,DISP1
ELK1,DNAJC2
ELK1,DNAJC7
ELK1,DPCD
ELK1,EIF2AK1
ELK1,EIF3G
ELK1,EMG1
ELK1,EPB41L4A
ELK1,EPHA2
ELK1,ERCC3
ELK1,EXOSC10
ELK1,FAM168B
ELK1,FANCI
ELK1,FBXL18
ELK1,FBXW2
ELK1,FUT4
ELK1,FZD4
ELK1,GPANK1
ELK1,HEATR1
ELK1,ITGB3BP
ELK1,ITPA
ELK1,KAT7
ELK1,KBTBD4
ELK1,KCND3
ELK1,KCNN2
ELK1,KIF4A
ELK1,KLHDC3
ELK1,LASP1
ELK1,LRRC4C
ELK1,LZIC
ELK1,MAF1
ELK1,MCM10
ELK1,MDM4
ELK1,MEA1
ELK1,MECOM
ELK1,MLEC
ELK1,MSH3
ELK1,MTBP
ELK1,MTIF2
ELK1,NOL7
ELK1,NUP155
ELK1,OGG1
ELK1,OSTF1
ELK1,OTUD7B
ELK1,PARD3
ELK1,POLA1
ELK1,PPOX
ELK1,PRCP
ELK1,PRPF19
ELK1,PTBP3
ELK1,PUF60
ELK1,RABIF
ELK1,RAC1
ELK1,RALA
ELK1,RBM22
ELK1,RBP5
ELK1,RNF150
ELK1,RNPS1
ELK1,RPL15
ELK1,RPL37
ELK1,SEC24C
ELK1,SENP1
ELK1,SERPINI1
ELK1,SETDB1
ELK1,SF3B2
ELK1,SFR1
ELK1,SKP2
ELK1,SLBP
ELK1,SLC25A20
ELK1,SMG8
ELK1,SND1
ELK1,SNX12
ELK1,THOC6
ELK1,TINAGL1
ELK1,TMEM68
ELK1,TNF
ELK1,TRIM15
ELK1,TRRAP
ELK1,UBE2I
ELK1,UBE2J2
ELK1,UBE2Q1
ELK1,UGGT1
ELK1,WDR46
ELK1,ZFP36
ELK1,ZNF322
ELK1,ZNF581
ELK1,ZNF623
ELK1,ZSCAN29
ELK4,NR2C2
ENAH,ACTB
ENAH,E2F2
EP400,TRRAP
EPHX2,CYP2B6
ERCC3,GTF2H4
ERCC3,MNAT1
ESR1,ASPA
ESR1,BLM
ESR1,CALM1
ESR1,CCDC6
ESR1,CLOCK
ESR1,CRHBP
ESR1,DNMT1
ESR1,GPSM2
ESR1,HSPB1
ESR1,IL10
ESR1,ITGB3BP
ESR1,KCNH7
ESR1,MDK
ESR1,MED24
ESR1,MICB
ESR1,MMS19
ESR1,MNAT1
ESR1,MRPL43
ESR1,NDRG2
ESR1,PTGES3
ESR1,PTPRG
ESR1,SLCO2B1
ESR1,SLCO4C1
ESR1,SMARCD3
ESR1,SMG5
ESR1,TERT
ESR1,TRIM24
ESR1,TUBA1B
ESR1,ZMYM3
ETS2,CD163
ETS2,CTCF
ETS2,VWF
ETV4,APOH
ETV4,BCHE
ETV4,CETP
ETV4,F9
ETV4,GJB2
ETV4,LOX
ETV4,MEP1B
ETV4,MMP12
ETV4,MMP9
ETV4,NR3C2
ETV4,OAS2
ETV4,PCSK6
ETV4,PTGS2
ETV4,TNF
EXOC2,EXOC4
EXOC2,RALA
EZH1,ZMYND11
EZH2,ADAMTS1
EZH2,AXL
EZH2,KPNB1
EZH2,RPLP0
EZH2,SUZ12
EZH2,ZMYND11
FANCC,FANCI
FANCD2,MYC
FANCF,FANCI
FANCG,FANCI
FCER1A,FYN
FOLH1,ASPA
FOS,CCL2
FOS,CITED2
FOS,CKS1B
FOS,CSRNP1
FOS,CXCL14
FOS,DNAJC6
FOS,DOCK5
FOS,DPCD
FOS,DTL
FOS,DUS4L
FOS,ESR1
FOS,GABARAPL1
FOS,GPATCH1
FOS,IL1B
FOS,KCNN2
FOS,KIF14
FOS,KIF20A
FOS,LAMC1
FOS,MYC
FOS,NDRG1
FOS,NME1
FOS,PRSS53
FOS,PTGS2
FOS,RAB13
FOS,SLC34A2
FOS,SPRR1A
FOS,TCEA2
FOS,TFPI2
FOS,THOC6
FOS,ZG16
FOSB,ADRA1B
FOSB,ANK3
FOSB,ANXA10
FOSB,ANXA3
FOSB,AQP1
FOSB,ASAP2
FOSB,BRD8
FOSB,C6orf62
FOSB,CHST4
FOSB,CLIC1
FOSB,CSRNP1
FOSB,CXCL14
FOSB,DUS4L
FOSB,EFTUD2
FOSB,F3
FOSB,FAF1
FOSB,FAM83H
FOSB,FTL
FOSB,GABARAPL1
FOSB,KAT7
FOSB,KCNMB2
FOSB,KCNN2
FOSB,KCNN3
FOSB,KIF14
FOSB,MAP2
FOSB,MDC1
FOSB,MICAL2
FOSB,MMP9
FOSB,NUAK1
FOSB,PCDHGA4
FOSB,PCSK6
FOSB,POLR2H
FOSB,PRKAR2A
FOSB,PRSS53
FOSB,PSMG3
FOSB,PTH1R
FOSB,QSER1
FOSB,RBBP7
FOSB,RPP40
FOSB,S100A8
FOSB,SEMA3F
FOSB,SERPINE1
FOSB,SLC34A2
FOSB,SPRR1A
FOSB,SRPK2
FOSB,SRXN1
FOSB,STK3
FOSB,STOML2
FOSB,TAF4
FOSB,TCEA2
FOSB,TFPI2
FOSB,TPD52L2
FOSB,TPPP2
FOSB,TSPAN1
FOSB,ZFP36
FOSB,ZNF532
FRMD6,EGR1
FRMD6,EGR3
FRMD6,STK3
FTCD,AMDHD1
FTCD,MTHFD1
FTCD,MTHFD1L
FUBP1,PUF60
FYN,EGR1
FZD10,LRP5
FZD3,CTCF
FZD3,EGR2
FZD7,EGR1
FZD9,EGR2
FZD9,EGR3
GAB1,MET
GAB1,SHC1
GAB1,SHC3
GADD45A,MAP3K4
GADD45A,NPM1
GADD45B,MAP3K4
GADD45G,CDK1
GADD45G,MAP3K4
GADD45G,PCNA
GCH1,NFYC
GDF5,BMPR1A
GLS2,GLUL
GLUD2,GLUL
GLUD2,NIT2
GMPS,TPMT
GNB1,EGR2
GRB2,EPHA2
GRB2,FGFR4
GRB2,MET
GRB2,NGFR
GRB2,NPM1
GRB2,PDGFRA
GRB2,SHC3
GRB2,SHC4
GSK3B,APC
GSK3B,APC2
GSK3B,CTNNB1
GSK3B,E2F1
GSK3B,FRAT1
GSK3B,NFYC
GSTA1,CTCF
GSTA1,NFE2L2
GSTA2,CTCF
GSTP1,FOSB
GSTT2B,E2F1
GTF2IRD1,EXOSC4
HAO1,PGP
HAO2,CAT
HAO2,PGP
HAX1,ABCB4
HAX1,EIF3F
HDAC2,BUB3
HDAC2,CCL2
HDAC2,CCNE1
HDAC2,CD1D
HDAC2,CDC20
HDAC2,CDYL
HDAC2,DDX20
HDAC2,HIF1AN
HDAC2,MECOM
HDAC2,PA2G4
HDAC2,PTMA
HDAC2,RFX5
HDAC2,SETDB1
HDAC2,SNW1
HDAC2,SUV39H1
HDAC2,TOP2A
HDAC6,EGR1
HDAC6,TARDBP
HDGF,FAS
HGF,CTCF
HGF,EGFR
HGF,MET
HGS,TSG101
HK3,BAX
HKDC1,BAX
HLA-A,HLA-C
HLA-C,NFYA
HLTF,EEF1G
HLTF,HERC2
HMGA1,IL1B
HMGA1,PTGS2
HMGA1,RNF4
HMGA1,SLC2A3
HMGB2,SET
HMGB2,TNF
HOMER1,EGR1
HOMER1,MYC
HRAS,CAMK1
HRAS,MAZ
HRAS,PDGFRA
HRAS,TPM3
HRAS,TPR
HSF2,A2MP1
HSF2,ATOH8
HSF2,BMPR1B
HSF2,CCT3
HSF2,CCT4
HSF2,GDI1
HSF2,HNRNPA1
HSF2,HSPA4
HSF2,KIN
HSF2,KNTC1
HSF2,KRTAP13-1
HSF2,MDC1
HSF2,NCAPD2
HSF2,NCAPG
HSF2,NOSIP
HSF2,NR2C2
HSF2,NUTF2
HSF2,PTGES3
HSF2,SMG8
HSF2,SNRNP40
HSF2,ST3GAL6
HSF2,SUCLG2
HSF2,TRMT12
HSF2,UBE2I
HSF2,YEATS2
HSF2,ZMAT2
HSP90AA1,NR2C2
HSP90AA1,NR3C2
HSP90AB1,NR2C2
IGF1,DCN
IGF1,GSK3B
IGF1R,PLCB1
IGF2,CTCF
IGF2,EGR1
IGF2,EGR3
IGF2,GPC3
IGF2,SUZ12
IGFBP3,CTCF
IGFBP3,DNMT3A
IGFBP3,FOS
IL1RAP,MYD88
ILF2,EEF1G
ILF2,ILF3
ILF2,NFYA
ILF3,BIRC5
ILF3,DHX9
ILF3,NDRG1
ILF3,XPO5
IMPDH2,TPMT
IRF3,CCL2
ITGA6,CTCF
JDP2,SNW1
KAT7,CEP70
KAT7,RPS10
KAT7,SNAPIN
KDM3B,ACTL6B
KNTC1,ZWILCH
KRAS,NR3C2
LAMA2,ITGA6
LAMA4,BRD7
LAMA4,ITGA6
LAMB4,ITGA6
LAMC1,CTCF
LAMC1,EBF1
LAMC1,ITGA6
LCAT,CTCF
LIPG,MGLL
LIPG,NFYA
LPCAT1,PLAAT3
LRP5,DVL1
LRP5,EGR3
LRP6,ATF5
LRP6,DVL1
LTA4H,CYP4F3
LTA4H,MYC
MAD2L1,CTCF
MAP2K1,ATF5
MAP2K1,PPP2CB
MAP2K1,PPP2R1A
MAP2K1,PRKCD
MAP2K2,EGR2
MAP2K2,MAPK1
MAP4K4,MAP3K1
MAPK1,DUSP1
MAPK1,DUSP6
MAPK1,DUSP9
MAPK1,EGR1
MAPK1,ESR1
MAPK1,ETS2
MAPK1,FOS
MAPK1,IL17RC
MAPK1,PRKCD
MAPK1,RPS6KB1
MAPK1,SDC1
MAPK1,SMAD2
MAPK1,TSC2
MAPK1,UBTF
MAPK1,ZFP36
MAPK10,ESR1
MAPK10,FOSB
MAPK10,MECOM
MAPK10,TP53
MAPK3,RPS6KB1
MAPK3,TNF
MAPK3,ZNF7
MAPKAPK5,HSPB1
MAZ,CD4
MAZ,MMP9
MAZ,TSG101
MCM2,MCM10
MCM2,MCM4
MCM2,MCM6
MCM2,RPS4X
MCM3,MCM10
MCM3,MCM3AP
MCM3,SUPT16H
MCM6,CDT1
MCM6,MCM10
MECOM,SMARCA4
MET,PLCG1
MET,PTK2
MLLT6,UBQLN4
MMUT,SUCLG2
MOGAT2,MGLL
MRC1,IL10
MRC2,IL10
MTHFD1L,E2F1
MTMR7,PIP4P2
MTOR,AKT1
MTOR,EIF4EBP1
MTOR,IGF1
MTOR,PIK3CA
MTOR,PIK3CB
MTOR,PIK3CD
MTOR,PIK3R1
MTOR,PIK3R2
MTOR,PIK3R3
MTOR,PRKAA2
MTOR,PRKAB1
MTOR,PRKAB2
MTOR,PRKAG1
MTOR,PRKCA
MTOR,PRKCB
MTOR,PRKCG
MTOR,RHEB
MTOR,RRAGC
MTOR,RRAGD
MTR,CTH
MYC,ACADM
MYC,ACTR3C
MYC,AGPAT2
MYC,ANP32E
MYC,APC
MYC,APH1A
MYC,ARRDC4
MYC,ATP6V1F
MYC,BAG2
MYC,BARD1
MYC,BDP1
MYC,BIRC5
MYC,BRD7
MYC,BRI3BP
MYC,BUB3
MYC,CCDC6
MYC,CCT3
MYC,CCT7
MYC,CD300A
MYC,CDCA7
MYC,CDHR2
MYC,CDK16
MYC,CENPK
MYC,CEP63
MYC,CLK2
MYC,COPS7A
MYC,CTCF
MYC,CUL4A
MYC,DAP3
MYC,DCAF12
MYC,DCAF13
MYC,DCAF8
MYC,DEPDC1B
MYC,DESI2
MYC,DNAJC2
MYC,DNAJC25
MYC,DYM
MYC,EGR3
MYC,EIF2S3
MYC,EIF4B
MYC,ENG
MYC,EP400
MYC,EPM2A
MYC,ESR1
MYC,ETS2
MYC,F11
MYC,FARSB
MYC,FASTK
MYC,FASTKD3
MYC,FOXM1
MYC,GBAP1
MYC,GGCT
MYC,GINS1
MYC,GTF3C3
MYC,HEATR1
MYC,HLA-A
MYC,HLA-C
MYC,HMMR
MYC,HNRNPA1
MYC,HNRNPC
MYC,HNRNPL
MYC,HNRNPR
MYC,IFT81
MYC,ISOC1
MYC,ITGA6
MYC,ITPA
MYC,KCNJ16
MYC,KDM6A
MYC,KIF2A
MYC,KLHL23
MYC,KPNA3
MYC,KPTN
MYC,LAMC1
MYC,LY6E
MYC,MAP7
MYC,MEA1
MYC,MEPCE
MYC,MGLL
MYC,MTPAP
MYC,MVK
MYC,NCBP2
MYC,NDRG1
MYC,NOL7
MYC,NOM1
MYC,NPM1
MYC,NSMCE2
MYC,NUP153
MYC,OAF
MYC,PDCD2L
MYC,PFDN2
MYC,PITPNM3
MYC,PLSCR4
MYC,POLD1
MYC,POLE3
MYC,POLG2
MYC,PQBP1
MYC,PRRC1
MYC,PSMG3
MYC,PTBP1
MYC,PTBP3
MYC,PTEN
MYC,PYCR2
MYC,RAB22A
MYC,RAB3GAP2
MYC,RCL1
MYC,RFX5
MYC,RPL15
MYC,RPL19
MYC,RPL37
MYC,RPL7
MYC,RPSA
MYC,RTF1
MYC,RUSC1
MYC,SAE1
MYC,SCAMP3
MYC,SCRIB
MYC,SDK2
MYC,SET
MYC,SLC36A1
MYC,SLC39A10
MYC,SLC9B2
MYC,SMARCB1
MYC,SMC3
MYC,SPNS2
MYC,SSB
MYC,STIP1
MYC,SUN5
MYC,TATDN2
MYC,TBX15
MYC,TCERG1
MYC,TCP1
MYC,TERT
MYC,TEX10
MYC,TOMM40L
MYC,TOP1MT
MYC,TOPBP1
MYC,TPR
MYC,TSNAX
MYC,TXLNG
MYC,U2SURP
MYC,UBAP2L
MYC,UBE2C
MYC,UNG
MYC,USH1G
MYC,USP31
MYC,VPS16
MYC,VPS54
MYC,XPO1
MYC,XPOT
MYC,ZC3HAV1
MYC,ZFP36
MYC,ZNHIT3
MYC,ZSWIM5
MYD88,IRAK1
MYD88,TLR4
MYD88,TNF
MYD88,ZIC2
MYO10,EGR2
MYO10,EGR3
NAMPT,CLOCK
NAMPT,NNMT
NAT2,CYP2A6
NAT2,CYP2A7
NFE2L2,CFTR
NFE2L2,COPS7A
NFE2L2,EIF2AK1
NFE2L2,HBB
NFE2L2,HMOX1
NFE2L2,NQO1
NFE2L2,PMF1
NFE2L2,ZIC2
NFYA,ANP32E
NFYA,ARHGAP11A
NFYA,ARID4B
NFYA,ARRDC4
NFYA,AURKB
NFYA,BLM
NFYA,BUB3
NFYA,CAND1
NFYA,CDK16
NFYA,CENPI
NFYA,CENPK
NFYA,DCK
NFYA,DDX50
NFYA,DEPDC1B
NFYA,DLGAP5
NFYA,DPCD
NFYA,DTL
NFYA,ECT2
NFYA,EFCAB11
NFYA,EIF2S3
NFYA,GBAP1
NFYA,GDF2
NFYA,GGCT
NFYA,GOLT1B
NFYA,HBB
NFYA,HERC2
NFYA,HIGD1A
NFYA,HNRNPA1
NFYA,HNRNPC
NFYA,HNRNPL
NFYA,IK
NFYA,KCNN2
NFYA,KIF14
NFYA,KPNA2
NFYA,LRRC4C
NFYA,MED24
NFYA,MRPL11
NFYA,NCAPG2
NFYA,NUP43
NFYA,PA2G4
NFYA,PFDN6
NFYA,PHF20
NFYA,PMF1
NFYA,PPFIBP1
NFYA,PQBP1
NFYA,PSMD4
NFYA,RCL1
NFYA,RFWD3
NFYA,RNF20
NFYA,RPL14
NFYA,SLC3A1
NFYA,SORT1
NFYA,SPC25
NFYA,STIL
NFYA,STIP1
NFYA,SUOX
NFYA,TATDN2
NFYA,TCF19
NFYA,TCP1
NFYA,TERF1
NFYA,TMEM53
NFYA,TOMM40L
NFYA,TPSAB1
NFYA,TPX2
NFYA,UBE2S
NFYA,UNG
NFYA,XPO1
NFYA,ZCCHC17
NFYA,ZNF143
NFYA,ZNF189
NFYC,ANK3
NFYC,AURKA
NFYC,CAND1
NFYC,CASP2
NFYC,CCDC149
NFYC,CDCA3
NFYC,CENPF
NFYC,CHP1
NFYC,COPZ1
NFYC,DCAF11
NFYC,DEPDC1B
NFYC,ENOPH1
NFYC,FAS
NFYC,FLAD1
NFYC,GGH
NFYC,GOLPH3L
NFYC,HBB
NFYC,HERC2
NFYC,KPNB1
NFYC,LRRC4C
NFYC,MRPL49
NFYC,MSH6
NFYC,MUC6
NFYC,NIF3L1
NFYC,NUP37
NFYC,OGG1
NFYC,PA2G4
NFYC,PEAK1
NFYC,PHF6
NFYC,PRCP
NFYC,PRDM10
NFYC,PSMD4
NFYC,RMI2
NFYC,RMST
NFYC,RRM2
NFYC,SLBP
NFYC,SLC7A8
NFYC,STARD7
NFYC,SYT13
NFYC,TTK
NFYC,UBE2S
NFYC,USP21
NFYC,ZC2HC1C
NGFR,PLCB1
NPM1,NCL
NPM1,NOP2
NPM1,TCERG1
NPM1,XPO1
NR1H4,ABCB4
NR1H4,SLCO1B3
NR2C2,NR2C2AP
NR3C2,FXYD2
NR3C2,HSPA4
NR3C2,PTGES3
NRAS,PDPK1
NRF1,IDE
NRF1,NQO1
ORC1,KAT7
ORC6,CDC6
ORC6,MCM2
ORC6,MCM4
ORC6,MCM6
PAPOLA,CPSF3
PAPOLA,SNRPA
PBXIP1,TSNAX
PBXIP1,UBQLN4
PCNA,BAZ1B
PCNA,E2F1
PCYT1A,ATF5
PCYT1A,CHKA
PCYT1A,MAPK1
PCYT1A,MAPK10
PCYT1A,MAPK3
PCYT1A,ZNF143
PDCD11,S100A8
PDE7A,ADSL
PDE7B,ADSL
PDGFD,EGFR
PDGFD,PDGFRA
PDGFRA,PLCB1
PDGFRA,PLCG1
PDGFRA,PTK2
PDPK1,EGR1
PDPK1,EGR3
PDPK1,RPS6KB1
PHF10,SETDB1
PHF10,UTP14A
PIK3CA,CHKA
PIK3CA,ESR1
PIK3CA,FYN
PIK3CA,FZD3
PIK3CA,GNB1
PIK3CA,HOMER1
PIK3CA,HOMER2
PIK3CA,PDPK1
PIK3CA,PRKCD
PIK3CA,TP53
PIK3CA,TRAF5
PIK3CB,CHKA
PIK3CB,PDPK1
PIK3CB,PRKCD
PIK3CB,PTK2
PIK3CB,RAC1
PIK3CD,CHKA
PIK3CD,PDPK1
PIK3CD,PRKCD
PIK3CD,PTK2
PIK3CD,RAC1
PIK3R1,CHKA
PIK3R1,EGR2
PIK3R1,NFYC
PIK3R1,RAC1
PIK3R1,WBP11
PIK3R2,CHKA
PIK3R2,PDPK1
PIK3R2,PRKCD
PIK3R2,PTK2
PIK3R2,RAC1
PIK3R3,CHKA
PIK3R3,PDPK1
PIK3R3,PRKCD
PIK3R3,PTK2
PIK3R3,RAC1
PIP4K2B,ATF5
PIP4K2B,PTEN
PKN1,CTCF
PKN1,MEFV
PLAG1,KPNA2
PLCB1,AVPR1A
PLCB1,FPR1
PLCB1,GNB1
PLCG1,PRKCD
PLCG2,NPM1
PLCG2,PRKCD
PLK1,CCNB2
PLK1,CTNNB1
PLK1,E2F1
PLK1,MCM2
PLK1,NFYA
PLK1,NPM1
PNP,MYC
PNP,NMRK1
PNP,NNMT
PNP,XDH
PNP,ZHX1
PPP1CC,TRPM8
PPP1CC,WBP11
PPP2CB,EGR3
PPP2CB,IRAK1
PPP2CB,RPS6KB1
PPP2CB,SMG5
PPP2CB,STK3
PPP2R1A,IRAK1
PPP2R1A,MCM3
PPP2R1A,RPS6KB1
PPP2R1A,SMG5
PPP2R1A,STK3
PPP2R5A,APC
PPP2R5A,EGR3
PPP2R5A,FOS
PPP2R5A,NFYA
PPP2R5A,SMG5
PQBP1,TXNL4A
PQBP1,WBP11
PRKAA2,ACACA
PRKAA2,ACACB
PRKAA2,EGR2
PRKAA2,EGR3
PRKAA2,ELAVL1
PRKAB1,ACACA
PRKAB1,ACACB
PRKAB1,ELAVL1
PRKAB2,ACACA
PRKAB2,ACACB
PRKAB2,ELAVL1
PRKAG1,ACACA
PRKAG1,ACACB
PRKAG1,EGR2
PRKAG1,ELAVL1
PRKAG1,ZIC2
PRKAG2,ACACA
PRKAG2,ACACB
PRKAG2,ADIPOR1
PRKAG2,ADRA1A
PRKAG2,BMP8A
PRKCA,ATP6AP1
PRKCA,PA2G4
PRKCA,PLCB1
PRKCA,PLCB2
PRKCA,PLCG1
PRKCA,PLCG2
PRKCA,PTK2
PRKCA,TRPV4
PRKCB,FCGR2C
PRKCB,FCGR3B
PRKCB,PA2G4
PRKCB,PLCB1
PRKCB,PLCB2
PRKCB,PLCG2
PRKCB,SLC2A2
PRKCB,TRPV4
PRKCD,EGR2
PRKCD,EGR3
PRKCD,NFE2L2
PRKCD,TRPV4
PRKCG,ARAF
PRKCG,FOS
PRKCG,PA2G4
PRKCG,PTK2
PRKCG,TRPV4
PRKDC,E2F1
PRKDC,ILF2
PSPH,SHMT1
PTEN,CTCF
PTEN,EGR1
PTK2,ITGA2
PTK2,ITGA6
PTMA,IDO2
PTMA,KPNA2
PTMA,KPNB1
PTMA,NUTF2
PTMA,SET
PTMA,VIPR1
PTTG1,RPS10
PTTG1,XRCC6
PURA,CDK5
PURA,FAS
RAC1,ABL2
RAC1,DVL1
RAC1,DVL2
RAC1,DVL3
RAC1,FYN
RAC1,GNB1
RAC1,MAP3K1
RAC1,PTTG1
RAC1,RALBP1
RAC1,TLR4
RAC1,WASF2
RAD54B,GORASP2
RAF1,PIK3CA
RAF1,PIK3CB
RAF1,PIK3CD
RAF1,PIK3R2
RAF1,RFXANK
RALA,RALBP1
RALGAPB,RALA
RAN,PTMA
RAN,SSRP1
RAN,XPO1
RASSF4,STK3
RBBP5,CTCF
RBBP7,DHX30
RBBP7,SUV39H1
RBSN,RAB4A
RBSN,VPS45
RETSAT,CYP26A1
RETSAT,HSD17B6
RFX5,RFXANK
RGL1,RALA
RHEB,EGR1
RHEB,MYC
RHEB,NFYA
RHOB,CTCF
RHOB,NFYA
RILP,TUBA1B
RNPS1,SART3
RNPS1,UBQLN4
ROCK2,PTEN
RPS6KA3,EGR3
RPS6KA3,MEFV
RPS6KB1,EIF4B
RPS6KB2,EIF4B
RRAGC,EGR2
RRAGC,EGR3
RUVBL1,ACTL6A
RUVBL1,CTNNB1
RUVBL1,DKC1
RUVBL1,PLG
RUVBL1,TERT
RUVBL2,DPCD
RUVBL2,EXOSC10
RUVBL2,NDRG1
SDHB,NFE2L2
SDHB,NRF1
SDHB,SUCLG2
SDHD,SUCLG2
SERPING1,C1R
SFRP1,EZH2
SFRP5,DNMT3A
SHC1,NPM1
SHC2,EGFR
SHC2,EPHA2
SHC2,FGFR4
SHC2,FYN
SHC2,IGF1R
SHC2,MET
SHC2,NGFR
SHC2,PDGFRA
SHMT1,AGXT
SHMT1,AGXT2
SHMT1,MYC
SHMT1,SDS
SIRT7,NNMT
SMAD2,ESR1
SMAD2,NFYA
SMAD2,NUP153
SMAD2,PAPOLA
SMARCA2,ACTL6A
SMARCA2,ACTL6B
SMARCA2,ARID2
SMARCA2,PRPF6
SMARCA4,ACTL6A
SMARCA4,ARID2
SMARCA4,ZMYND11
SMARCB1,ARID2
SMARCB1,SMARCD2
SMARCB1,SMARCD3
SMARCB1,XPO1
SMARCC1,ARID2
SMARCC1,SMARCD3
SMARCC2,ARID2
SMARCC2,BAZ1B
SMARCC2,ITSN1
SMARCD1,ATF5
SMARCD1,FEZ1
SMARCD1,LDOC1
SMARCD2,EGR1
SMARCD2,EGR3
SMARCD3,EGR1
SMARCD3,NR1H4
SMARCD3,ZIC2
SMARCE1,ARID2
SMARCE1,BAZ1B
SMARCE1,NCOA2
SMG7,MYC
SMG7,SMG5
SMS,E2F1
SMS,EGR1
SNRPD1,GEMIN5
SNRPD1,SNRPD2
SNW1,PABPN1
SOS1,PDGFRA
SOS1,SHC3
SOS1,SPRY2
SOS2,BCL2L1
SOS2,FOS
SOS2,FOSB
SOS2,SPRY2
SRM,MYC
SRM,NFYA
SRM,SMS
SSRP1,DHX9
SSRP1,EXOSC10
SSRP1,NEK9
SUPT16H,NEK9
TAF12,CPSF1
TAF12,TAF2
TAF4,TAF2
TAF5,CPSF1
TAF5,TAF6
TALDO1,MYC
TALDO1,ZHX1
TALDO1,ZNF143
TARDBP,EXOSC10
TARDBP,NSFL1C
TARDBP,SETDB1
TARDBP,ZHX1
TCEA2,CENPT
TCEA2,RPA1
TCERG1,HNRNPM
TCERG1,SETDB1
TCERG1,SF3A3
TCERG1,SF3B2
TCERG1,SF3B4
TCF7,AXIN1
TCF7,BIRC5
TCF7,TERT
TCF7L1,AXIN1
TCF7L1,BIRC5
TCF7L2,AXIN1
TCF7L2,BIRC5
TCF7L2,CSNK2A1
TCF7L2,PTGS2
TCF7L2,STARD7
TCFL5,TOPBP1
TERT,CTCF
TERT,DNMT1
TERT,ETS2
TERT,XRCC6
TGFB1,ASH1L
TGFB1,DCN
TGFB1,FOSB
TGFBR2,CTNNB1
TGFBR2,ETS2
TGFBR2,FOSB
TIMELESS,TIPIN
TKT,EGR3
TKT,RPIA
TP53,AFP
TP53,AHNAK
TP53,AQP3
TP53,ARHGAP10
TP53,AURKA
TP53,BARD1
TP53,BRCA2
TP53,BRD7
TP53,CCNA2
TP53,CCNB1
TP53,CCNB2
TP53,CCND1
TP53,CDC25C
TP53,CDK1
TP53,CDKN1A
TP53,CNTN4
TP53,CSNK1D
TP53,CTCF
TP53,CTNNB1
TP53,DNMT1
TP53,DPF2
TP53,DUSP1
TP53,DVL2
TP53,E2F1
TP53,EGR1
TP53,ELAVL1
TP53,EPCAM
TP53,ESR1
TP53,ETS2
TP53,FOXM1
TP53,FRMD6
TP53,GPM6A
TP53,GSK3B
TP53,HSPB1
TP53,IGF2
TP53,KLKB1
TP53,LIG1
TP53,LIG3
TP53,MAPK1
TP53,MCC
TP53,MDM4
TP53,MNAT1
TP53,MYC
TP53,NDRG1
TP53,NFYA
TP53,NPM1
TP53,OGG1
TP53,PAFAH1B3
TP53,PCNA
TP53,PLK1
TP53,PRC1
TP53,PTBP1
TP53,PTTG1
TP53,RUVBL1
TP53,SEC24C
TP53,SLC39A14
TP53,SMAD2
TP53,SMARCB1
TP53,SMYD2
TP53,SPRYD4
TP53,TAF5
TP53,TCF7L2
TP53,TERT
TP53,TP53BP2
TP53,TSG101
TP53,UHRF1
TP53,VIPR1
TP53,XPO1
TP53,YEATS4
TP53,YWHAZ
TP53,ZHX1
TRIM16,SETDB1
TRIM24,CBX1
TSC1,RHEB
TSC1,RPS6KA3
TSC2,CTCF
TSC2,ESR1
TSC2,PRKAA2
TSC2,RHEB
TSC2,SMAD2
TSG101,CEP55
TSG101,PPFIBP2
TSG101,SCAMP3
TSG101,SNF8
TSG101,TTF2
TSG101,VPS37C
TTF2,HNRNPA1
TTF2,HNRNPA2B1
TTF2,KIF4A
TTF2,MATR3
TTF2,TACC3
TYMS,E2F1
TYMS,ESR1
TYMS,TP53
UBE2T,FANCI
UBE2T,NFYC
UGDH,EGR2
UGDH,EGR3
UGP2,E2F1
UGP2,GALE
UGP2,PGM1
UGP2,UGDH
UGT2B15,ADH1A
UGT2B15,UGDH
UHRF1,TOP2A
UPF2,GSPT2
UPF2,ZFP36
UPF3B,GSPT2
UPF3B,SATB2
WASF2,ARF1
WASF2,NFYC
WBP11,C5orf22
WBP11,MCRS1
WDR5,CTCF
