"","eHCC-1","eHCC-2","eHCC-3","eHCC-4","eHCC-5","eHCC-6","eHCC-7","eHCC-8","eHCC-9","eHCC-10","eHCC-11","eHCC-12","eHCC-13","eHCC-14"
"LY6E",9.4821293,12.27942591,11.1866365,11.40969128,10.80356644,10.49916979,10.01797362,9.433897623,11.49745602,10.96882818,10.14869241,9.77206793,12.33624471,11.2212814
"LYRM4",5.918360341,6.180773105,6.008284814,6.297107164,6.560706265,6.438522983,6.002424793,6.626285484,6.545039876,6.887721743,6.377550152,6.414709815,6.702414751,5.97991088
"LYVE1",5.855638621,8.56709088,8.07750604,8.999843412,8.100714389,7.837181146,6.753342182,8.419195322,7.613020711,8.124614699,8.680109828,6.997687587,7.014546092,7.117135385
"LZIC",6.681841241,6.253348247,6.12281476,6.139125251,6.068907679,6.17036678,6.541034842,6.231048448,6.492304219,5.996397681,5.565172254,5.45435555,6.225263357,6.225009729
"MAD2L1",7.332750512,5.392863334,6.477244206,5.027443232,5.367217822,4.78982378,6.725703718,6.269437217,5.776346879,6.232675422,5.730504214,5.771322213,5.413032484,5.197509212
"MAF1",6.919877738,7.58315966,7.410992002,7.931834372,7.278920893,7.50356227,7.375170527,7.421268273,7.610504514,7.652408244,7.798133465,7.393250826,7.758672054,7.630329016
"MAML1",5.535797846,6.326873014,6.022941734,6.389131854,6.499701081,5.565962143,5.717720055,5.896756597,6.539040108,5.902875014,7.039735501,6.098091709,6.556652533,6.666388494
"MAN1C1",7.400883111,8.884092558,7.763885398,8.497264898,8.730331144,8.392765331,9.681285594,7.90472099,8.301642256,8.008966801,7.912837827,7.620238425,8.581805653,8.201010656
"MANEAL",5.641781617,4.792129197,5.631737438,6.111156748,5.812938671,5.262797102,5.932753543,5.987100486,5.285773992,6.025159464,4.785380291,5.381372461,5.766452589,4.936722659
"MAP2",7.176917727,6.080063548,6.067309853,7.043235723,5.54495588,4.895746693,4.880568513,5.854218169,5.344162796,6.682748861,6.847158095,6.392370048,5.249026281,6.576151289
"MAP2K1",8.420913243,9.161746781,9.058347701,8.892129127,9.022280973,8.233735855,9.663738774,8.495854176,8.200583357,9.111214467,7.880965466,8.123856707,9.476054712,8.123117208
"MAP2K2",9.491734552,9.445506498,9.111214467,9.631886703,9.91900307,10.25769363,9.538181673,9.676696569,9.674019747,9.645803413,9.953955606,9.565539369,9.519430433,10.2422025
"MAP3K1",7.591229091,8.401745988,8.053311571,7.845805352,8.296025799,8.309237433,7.306150863,8.120710801,9.074693342,7.892819396,9.033277375,8.772515355,8.340614057,8.507673857
"MAP3K4",7.482078024,8.171654401,7.819995441,7.757221385,8.331742156,8.5396603,7.390433753,7.571499635,8.086339556,7.838281535,8.482235447,7.9193701,8.211260328,8.192093894
"MAP4K4",7.325190568,7.165055187,7.321502953,7.315043651,7.336102608,6.823623913,7.282589408,6.87491808,7.477300882,7.495500769,7.472938396,7.87498787,7.368771153,7.092346842
"MAP7",9.166050642,8.528152643,8.829786097,8.97584973,8.698259775,8.39672656,8.680581997,8.586773675,8.469466617,8.659705058,8.377375016,8.00108129,8.685883364,7.453141672
"MAPK1",8.34502823,7.453511581,8.035036781,7.451484174,7.286783583,6.898925189,7.360448462,7.668634701,7.235085294,7.296984711,7.503216252,7.244928167,7.311009502,6.929201285
"MAPK10",4.996486147,6.102196296,5.217938735,4.819175957,4.917950458,5.3414796,4.990839289,4.836056901,6.689665621,5.107855386,4.957672707,6.307006971,4.853524323,6.0580214
"MAPK3",8.434644276,8.856921355,8.662290342,8.203160429,8.571553782,8.942536575,8.792607851,8.692726218,9.089380886,8.253385039,8.402199882,9.212415612,8.455538964,8.924399915
"MAPKAPK5",7.657632871,6.983870981,7.170993952,7.91564361,7.17198048,7.106620842,7.866131768,8.002919812,7.021078106,7.568823829,7.058154744,7.545868973,7.549007434,7.075224653
"MAPRE1",9.359073578,9.831529727,9.309011542,9.09782927,8.954496608,9.299616169,9.874370193,9.50058366,9.776112642,9.630010079,9.248648708,10.21884659,8.797834303,9.605318931
"MASP1",7.940918693,8.22680302,8.356674964,7.697375661,8.252555312,8.791279892,7.035211321,8.044943113,7.865774087,7.848845116,7.864687448,7.06058341,8.330789984,7.669399127
"MASTL",6.154103578,5.881445262,5.770845119,5.437571725,5.457670869,6.153060449,6.142613618,6.196974169,5.665955076,5.492970549,5.570347602,5.758954648,5.809764957,5.349511361
"MAT1A",10.36862642,11.02579147,11.30868207,11.55501213,12.11241606,11.74354666,9.963493753,10.53551565,11.01879414,10.95691747,12.11241606,10.82351538,11.34500003,12.37828033
"MATR3",10.05759998,10.53664973,10.2076469,10.05505958,10.27482704,9.715597252,10.33811379,10.12391645,10.68076519,10.20843747,10.00574988,10.19327674,10.113602,10.23148286
"MAVS",5.420970169,5.256114758,5.222119445,5.252444469,5.681709021,5.528919238,5.221742119,5.401960372,5.381861485,5.192207397,5.133708038,5.528035722,5.260065113,4.903326162
"MAZ",5.697010901,5.851265396,5.733772785,5.696063974,5.867861306,5.632941066,5.156205934,5.964135916,5.49357244,6.557541371,6.231580227,5.260352671,5.557654344,5.505843169
"MBNL3",8.358762357,8.887723147,8.717024316,8.415650273,8.64834507,8.460755085,8.971602176,7.502880318,8.101085638,8.569361205,8.581063502,9.011346306,8.550705002,8.563520543
"MCAM",4.498574345,4.499623765,4.387318171,4.370847586,4.421697887,4.450894795,4.391994813,4.385750177,4.805450503,4.412869506,4.429463421,4.598062797,4.534273419,4.479912831
"MCC",4.81209413,5.525620246,5.431895484,4.95951076,5.131228937,5.074993722,5.728812987,5.254901048,5.093769203,5.098746578,5.460901395,5.298898069,5.594438342,5.431553205
"MCM10",5.583551702,5.152224275,4.894218379,4.622329835,5.179420262,6.28614977,6.254431988,5.983007618,5.129010125,6.007483024,5.707266792,5.411468696,5.725344098,4.969440596
"MCM2",6.768545418,6.770162857,6.065109276,5.910888562,6.443143649,8.130451618,7.937493984,6.808877533,6.218281087,7.619152856,6.757891462,6.496501262,7.35569381,5.96774491
"MCM3",9.685247336,9.863057319,9.327721992,9.53093316,9.664431673,10.89738025,10.81020278,9.909939324,10.07870393,10.21959287,10.14209183,10.29227634,9.821993375,9.746573342
"MCM3AP",8.445802713,7.927233439,8.81771848,8.572002008,8.933591819,8.952884749,8.725791812,8.413625508,8.652368878,8.616226449,8.838885786,8.871218163,8.539309098,9.19680835
"MCM4",7.679946262,7.782070588,7.417027365,7.257246897,7.259505236,8.190100074,8.606545644,7.959983728,7.230538521,7.724020929,7.18387451,7.187279218,7.632947027,6.892383814
"MCM5",6.877015834,7.624768742,7.038862291,7.224691967,7.198284812,8.486534581,7.988352693,7.399507824,7.445361977,8.096754206,7.555637298,7.320531832,7.769299899,7.233345763
"MCM6",9.41656346,9.060456237,8.958035321,8.124226057,8.647866363,9.643287691,9.666563766,8.992914292,9.176269826,9.216088517,8.798335684,9.275226387,9.126008424,8.736794916
"MCM7",10.40769863,9.687242808,9.419104784,9.644485386,9.818915631,10.50099809,11.45079454,9.984834959,10.1656034,10.35989338,10.03548531,10.39525793,10.17648229,10.18723796
"MCM8",11.70341082,11.45897433,11.59414803,11.19684561,12.07788794,12.13060661,11.14579387,11.05547459,11.33365283,10.74597314,11.9550442,12.13808008,11.56424984,12.29602829
"MCRS1",9.004630959,9.04720488,8.919189155,9.080069311,9.299616169,9.578503318,9.481452251,9.314228087,9.410031028,9.317139291,9.343920681,9.646438964,9.014859552,9.403062617
"MDC1",7.634423352,8.179772392,7.434650848,7.335444975,7.741372736,7.491626383,7.90366542,7.268676299,7.90018295,8.575132669,7.170653773,7.570434589,7.409952056,7.440129354
"MDK",6.819238012,9.626860344,8.363889599,8.838885786,7.978632273,7.320180289,9.226106261,7.473616429,10.43151787,9.186075557,9.168852612,9.898029152,7.817714514,9.369457945
"MDM4",5.380532381,5.789111416,5.6831958,5.591087491,5.348746371,5.229327371,5.347552633,5.294591908,5.119630006,5.765109593,5.47154141,5.476643322,6.203411788,5.333487147
"MEA1",8.234123597,8.123117208,8.016564972,8.164338861,7.969967373,8.056302152,8.627669188,8.332528871,8.059569921,8.325272126,7.938605991,7.915252268,8.1756925,7.84698945
"MECOM",6.502425446,6.564813075,6.131136898,6.46867172,6.367421481,6.327682091,6.732665147,6.550835564,7.506335768,6.354518683,6.078696146,8.537319822,5.986615163,7.363874046
"MED12",5.916431786,6.546428767,6.667991054,6.196974169,6.332137369,6.625979513,5.919584085,6.519353102,6.27498329,6.900546269,6.740591014,6.622258406,6.281950479,6.387720185
"MED20",9.497239616,9.44801572,9.523011287,8.993942414,9.393219722,9.291285751,10.15131763,9.40067766,9.168852612,9.30019769,9.545055404,9.25152193,8.988210102,9.250319131
"MED24",8.045766345,8.010193874,7.879154212,8.32784374,8.533401265,8.271470383,8.212880435,8.252105654,7.718531172,8.11247366,8.378687342,7.896018658,8.129313493,8.044571747
"MED30",8.295618172,8.91762192,8.865903901,8.85511345,8.118788277,7.993657898,9.381013436,8.623086735,9.30125656,8.384826485,8.544365939,8.657277185,9.017459711,8.063237985
"MEFV",4.697919306,4.765651062,4.971397565,5.087350125,5.026267646,4.616456722,4.729351952,4.663424294,4.974218664,4.833286353,4.718392362,4.768988247,5.018728774,4.721342879
"MELK",7.269807652,5.830835403,6.280491762,5.029537023,5.404048846,6.068907679,7.688423156,6.430830021,5.849557535,6.700337622,6.099390937,6.20398052,5.61332647,5.89821259
"MEP1B",4.770543135,5.471361238,5.196426826,5.453226175,5.183461306,6.119129634,5.754325041,4.988524395,5.04680372,4.987516243,4.80185309,4.940216992,6.145595825,4.919137595
"MEPCE",9.667933905,8.751428284,9.313103457,9.787482799,9.640680431,10.15705234,9.395821757,9.570108506,9.196295866,8.84132234,9.419574987,9.03216499,9.100458892,9.756307156
"MET",6.875485088,5.463458647,6.419094546,6.453596464,6.312999618,5.478691407,7.004759005,5.593756577,6.21085729,6.05489343,6.096746087,5.420798901,6.612395047,5.840392383
"METTL1",7.3881859,7.217046278,6.204955181,7.456269637,7.01357882,7.458435485,7.725121542,7.543631352,6.562407264,7.478675913,6.900259313,7.068055903,7.064918854,6.935626934
"METTL13",8.768753114,9.143870896,9.405987062,9.133375226,8.993428035,9.117169358,9.312462227,9.096211535,9.246489368,9.166050642,9.134602063,9.008263947,8.695476142,9.22504869
"METTL15",6.525929981,6.399111076,6.210620421,6.478449331,6.167643309,6.14903238,6.379653694,6.047178628,5.897008072,5.864678374,6.163655966,5.973949261,6.750640391,5.918591286
"METTL23",9.755690972,8.998840426,9.04720488,9.549892734,9.088372922,9.080069311,9.784635808,9.515736796,9.459116385,9.267055048,9.208269873,9.159415671,9.199075769,9.449948385
"METTL3",8.469125033,8.535557593,7.958865329,8.359959689,8.135251869,7.412800017,8.130099659,8.008616158,8.685405503,8.360919135,8.283590828,8.750009473,8.355404174,8.148488884
"METTL5",9.714419727,8.82014548,8.887216595,9.263775794,8.601998065,7.883418918,9.47086339,9.195239554,9.230626676,8.562216407,7.948895546,8.902797675,9.17997179,8.380411001
"MFAP1",7.685528618,7.748639114,7.598210471,7.843409331,7.547667784,6.631867722,8.107556044,7.813185181,7.975506237,7.857341833,7.524738827,7.328520456,7.317712558,6.969611093
"MFAP3L",6.127834953,4.824812833,4.723816627,4.822059479,5.164899104,4.932322232,4.539629658,5.023266374,4.728513536,5.232798737,4.621159968,4.699624355,5.633974684,4.766733579
"MFSD5",8.050723711,7.628257023,8.268554559,7.928759232,8.023826806,7.862749998,8.023826806,8.329946661,8.25131998,8.031986733,8.172500634,8.130099659,7.577370051,8.163532752
"MFSD6",5.455996201,6.069353981,6.396746748,6.155149276,5.599917243,5.321527516,6.250443619,6.208961094,6.191440604,5.301417499,5.856355872,6.946525361,5.462171636,6.721348497
"MGLL",9.905487042,9.462763249,9.873750008,9.232258941,9.341559999,9.78388192,8.669694652,9.948734669,8.922878323,9.422423477,9.582921698,9.141153477,9.588807226,9.515079597
"MGST1",13.13999256,12.95562115,13.40995688,13.56622596,12.66068263,12.17047897,13.43605545,13.28663168,12.7415826,12.94705689,12.90165276,12.44093209,13.08872561,12.4032171
"MGST2",12.57761588,12.33624471,12.57090105,12.53645923,12.8975242,12.4214782,11.68258783,12.43339971,12.98388344,12.8072477,12.5212008,12.09790659,12.786411,12.58368962
"MGST3",12.00859706,11.51377697,11.6706654,11.72779121,11.35347994,10.58501343,11.72779121,12.10989396,12.05603485,12.02409807,11.24160756,11.36860454,11.66651076,11.5177944
"MICAL2",4.682380304,4.77645144,4.858020351,5.210985378,5.318375162,4.779172343,4.985753898,5.116947265,5.00585048,5.096817577,4.576017823,4.90441925,5.751460415,4.858725927
"MICB",5.291397403,5.809996206,6.389666089,6.623168139,6.642298733,6.60381794,6.832159596,6.588248226,6.188088069,5.897308277,6.764306432,6.584644367,6.614761197,6.737300001
"MID1",8.913687611,9.789411721,9.515079597,9.481452251,9.323118388,8.941972885,9.969340238,9.441069561,9.104767289,9.763961188,9.609645294,8.852157497,10.07549859,8.595997957
"MIEN1",5.91566969,5.3275773,5.773823338,6.259592233,5.711994843,6.033143383,6.167090498,6.263495998,5.668132515,5.994421453,6.041521103,5.305679039,6.250443619,5.879675242
"MIS18A",6.426364832,5.228300778,5.424191411,5.155533977,5.690173103,5.751986245,5.88540343,5.400213345,5.631483942,6.053875467,5.511255427,4.879639115,5.591684633,4.976200485
"MKI67",4.776098428,4.850772783,4.694928215,4.608351694,4.839500511,4.750361164,4.70570849,4.900982475,4.92418176,4.778465055,5.200137051,4.788069401,4.912076599,4.646877304
"MKRN1",11.54721852,10.7354771,11.15307588,11.21668043,11.12368263,11.35515556,11.39298505,10.90004962,11.33552359,10.72128978,11.26335237,11.05547459,10.86567015,11.18805024
"MLEC",10.69317013,9.973237314,10.95193069,10.06384159,10.5389765,10.81175705,9.668693196,11.04843435,10.34254429,11.04582698,11.44081333,10.29711945,9.743782532,11.31041638
"MLLT6",7.654846433,8.525540355,8.425454683,7.622733223,8.573824482,8.624001162,7.767196142,7.681410995,8.774339069,7.997908773,9.257784598,9.20216349,7.883418918,9.553772938
"MMP12",4.580893303,4.609983364,4.931514517,4.636120796,4.543926323,4.738108302,4.462327759,6.756586672,5.162822038,4.599750102,4.680996165,5.891376436,4.503154605,4.617606887
"MMP9",5.568874852,7.452502327,6.231580227,6.445747016,5.010507014,7.196211963,5.813678333,8.98149584,9.010800771,5.639586532,6.457082175,8.121561453,4.984215845,6.861816181
"MMS19",7.896018658,8.750488605,8.795443478,8.709617715,8.529526575,8.790267667,7.655241071,8.721212838,8.750488605,8.935406641,9.267595654,8.999843412,8.586773675,8.767782295
"MMUT",10.40866707,11.23186978,10.9108849,11.05391681,11.37180102,10.825995,10.1773689,10.06895432,10.68836516,10.70636267,11.07041978,10.26356698,11.58847222,10.27942118
"MNAT1",5.338674054,5.460537295,5.776993091,6.207036433,5.015721145,5.105110155,5.841646383,5.918829903,5.641081947,6.016216862,5.453588049,5.38271011,5.041692918,4.95408341
"MND1",7.296287508,4.770226404,5.596762825,4.812716036,4.824403844,5.101680097,6.193337648,5.906147273,5.136490012,5.953884864,5.445054079,5.114279022,4.888630226,4.889057965
"MOGAT2",5.695867106,6.017229475,6.032133277,5.955933546,6.655248,5.334099647,6.204233688,5.867861306,5.381372461,4.729264319,6.287489931,5.075199035,6.658012612,5.276646145
"MORC2",7.699212613,7.231931072,7.558709493,7.823501522,7.551770989,7.957632367,7.35976835,7.251714332,7.321502953,7.284345664,7.611223704,7.272352727,7.421268273,7.675363444
"MPZL1",7.87458906,7.659531789,7.471536799,7.608263451,7.41812691,7.068349462,8.021040473,7.468399126,8.117933437,7.799727334,7.012925789,8.029069574,7.382404877,7.669847501
"MRC1",4.732839562,4.564964745,4.542417325,4.550169106,4.58124472,4.811154464,4.747641321,4.74674837,4.724345322,4.525750404,4.631359208,4.614494258,4.590820239,4.696689076
"MRC2",4.553678787,4.569937502,4.641837759,4.537074993,4.576130257,4.530311793,4.537700525,4.71161202,5.02285667,4.485444012,4.560977079,4.679057204,4.491717445,4.657090382
"MRE11",6.007483024,5.83013987,5.684556713,5.271700381,5.852992095,5.669858199,5.40701808,5.475899443,5.970357186,6.257546184,5.747687064,5.455815962,5.704275882,5.582160424
"MRO",4.620631769,4.564126288,4.637794218,4.446911178,4.83213051,5.10296547,4.538584946,4.602557798,4.533657409,4.407379704,4.598489301,4.483986264,4.78860284,4.586411778
"MRPL10",7.129322212,6.447980843,6.799435729,7.022637925,6.463677662,4.984285649,6.875783433,6.90919331,6.431940942,6.100134719,6.723550779,6.522276843,6.920203189,6.708541703
"MRPL11",9.658588252,10.02185131,9.465184252,9.667199638,9.477209553,9.185561505,10.76373517,10.04299324,9.828560477,10.00348429,9.783204241,9.494112564,9.785955548,9.181626595
"MRPL23",9.841422328,10.33714272,9.918171974,10.19748869,10.41931077,10.46714421,10.69071512,10.25026158,9.647733854,10.81425253,10.492124,10.35542051,10.48998154,10.4157311
"MRPL24",11.22547149,11.31899985,11.3322159,11.37636647,11.09896552,10.86687548,10.95691747,11.1711585,11.45079454,11.3883764,10.45626757,10.85568605,11.21969634,11.21372457
"MRPL34",10.16380693,10.1470745,10.13541866,10.13876515,10.51550757,9.83995168,10.17226721,10.59891882,9.884666776,9.844506265,10.22790057,9.822677877,10.14524005,9.905487042
"MRPL43",8.16309088,8.866868681,9.497239616,9.160493504,9.580504528,9.650456756,8.684486524,9.187144323,9.381013436,9.115582942,9.794874462,9.191728446,9.187144323,9.210924301
"MRPL49",7.92656508,7.839874929,7.495824802,7.862749998,7.603282167,7.211019641,7.788782838,7.476664555,7.592836887,7.670464516,7.589156745,7.371738941,8.043128828,7.444402591
"MRPL51",10.81175705,10.75625356,10.70414504,11.00014725,10.50829219,9.99444327,11.30416877,11.13838925,10.94105256,11.30557661,10.61808681,10.67957241,10.84422556,10.44768535
"MRPL55",9.722844717,9.446083389,9.009873345,9.449303386,9.560247726,9.665871852,9.56225155,9.479579067,9.026429159,9.173557468,9.3433086,8.829347003,9.638200396,9.784635808
"MRPS16",8.445357857,7.68211759,8.136840447,7.837911889,8.473033611,8.709182978,7.45908047,7.943492742,8.025943762,7.51498383,7.670464516,8.409784981,8.565751662,8.273455315
"MRPS21",10.82839098,10.77584532,10.70265806,11.14579387,10.37135511,10.02355915,10.80125751,10.88990602,11.23995335,10.85446466,10.54402881,10.7098517,10.53112689,11.02579147
"MRPS23",7.814290796,7.281280145,7.210367547,7.399507824,7.022979769,6.458652089,7.82959125,7.468694913,7.486665884,7.899061713,7.098012408,7.205492224,7.25673396,6.832853986
"MRTO4",6.979004737,6.931679934,6.214796284,6.746977736,6.642888533,6.89996897,7.062494599,7.316434535,6.760027104,7.420944413,6.353400696,6.575495487,6.829341527,6.656875228
"MSH2",4.819903445,5.132054145,4.842457419,4.928092642,5.305532939,4.797144922,5.040748935,4.872506421,4.991401825,5.195927847,4.901919784,5.131839799,4.819040296,5.017607235
"MSH3",14.04640459,13.84738641,13.94063792,13.90041796,14.17885461,14.42873769,13.67221901,13.54406014,13.58368027,13.57823608,14.27217191,14.42873769,13.9332178,14.61736932
"MSH6",9.437312256,9.29459283,9.665871852,9.628712542,9.623712744,9.763295207,9.671254717,9.737452706,9.255026619,9.258833109,9.915282221,9.225569974,9.638882085,9.497239616
"MSTO1",5.974720523,5.864262178,6.110137255,6.603555586,5.956184911,5.53661654,7.213413784,6.307268092,5.904131495,6.188649989,5.802245776,6.179943119,6.255548986,6.268263998
"MT1G",15.15586653,13.0844763,15.19076697,13.79780687,14.29526155,13.94794803,13.45127798,14.61736932,14.08918886,11.36381876,12.74909955,14.18968283,13.52791976,12.20234792
"MT1H",14.17885461,10.01015587,14.22024154,11.78009053,12.0950816,10.397322,10.76260555,12.65067967,11.82744105,9.437312256,10.38372757,12.8072477,10.74597314,9.615265969
"MT1X",15.26451205,14.7939493,15.26451205,14.78202348,15.0607914,14.17885461,14.71824933,14.47475707,14.30445751,14.71824933,14.17885461,14.33553286,14.80654541,13.05949663
"MT2A",5.451185884,6.260023733,5.516671222,4.958051693,5.188972639,5.516671222,5.014466787,6.223076297,4.807231317,5.581357939,5.91040172,5.347090866,5.165738307,4.991542639
"MTBP",4.791523012,4.544757104,4.985753898,4.920620859,4.78599914,4.844418839,4.982913924,4.517411489,5.289502553,4.513982503,4.996195766,4.831072752,4.784040709,4.799654312
"MTCH1",11.5805276,11.48291252,11.31899985,11.5805276,11.51023027,11.71975143,11.28297373,11.58452859,11.268875,11.41120645,11.49035316,11.77169902,11.30416877,11.61658006
"MTFR1",8.233363409,9.029608,8.915620752,8.374733328,7.996382718,7.736587578,8.792132629,7.911614364,8.106304113,7.961904819,8.020319548,8.046632394,8.521672994,7.686966918
"MTHFD1",8.024243363,8.815310742,8.19587562,8.590595293,9.107520103,9.242533936,8.775813638,8.824451163,8.585102409,9.364920492,9.204338267,8.025068338,8.401340796,8.159681667
"MTHFD1L",7.534104033,7.253031263,7.027285497,6.598349915,6.810128049,6.817407932,6.440776247,7.303127319,6.649230186,6.703603235,6.908641697,7.70252652,7.07061286,7.435661111
"MTIF2",9.906213997,9.096694782,9.565539369,10.01727335,9.593215277,9.492974664,9.628016432,9.973237314,9.809235041,9.818915631,9.558188081,9.288059033,9.642707798,9.762651308
"MTMR7",4.856774954,4.757514341,4.410791229,4.452981204,4.546045871,5.050566974,4.871392103,4.854830406,4.544978533,4.703283058,4.622329835,4.776404243,4.577466529,4.439402949
"MTOR",9.845217245,8.934080672,9.511411578,9.421403914,9.437312256,9.273506898,9.415890843,9.560882994,8.674920317,9.151369091,8.922878323,8.547315588,8.868787864,9.634658768
"MTPAP",8.358351012,8.408053221,8.576844847,8.664167485,8.494430086,8.804211815,8.324828058,8.389082185,8.271092263,8.300725234,8.556806808,8.576414835,8.390724813,8.363476497
"MTR",6.720129585,6.853782982,7.134306664,7.011689342,7.100229692,7.055285265,6.948703149,6.691518841,7.056224692,6.944912167,6.927306813,7.052910668,6.730770458,7.383880256
"MTTP",10.86188262,10.38987329,10.77086209,10.76005515,11.1004964,11.24328344,9.661785545,10.76140523,9.993032968,10.64400216,11.11246665,10.09825926,10.95811895,10.67280114
"MTX1",8.144098489,8.569361205,8.424948859,8.954496608,8.650164365,8.908068853,9.245888862,8.830216408,8.098780961,8.491388729,8.763994007,8.537698874,8.559469227,8.570198611
"MUC6",4.792113121,4.826143102,4.969076688,5.058329849,4.862280215,5.119525364,4.964087037,5.14780117,4.99845296,5.060664281,4.989458437,4.902115925,4.756157343,4.894355712
"MVK",6.141882797,7.479664592,6.299555633,7.06990017,6.674837832,8.075926554,7.137670655,7.123610297,6.621438567,6.754562351,7.132706946,7.055010181,7.971512155,6.197587251
"MYC",7.800081368,10.74493735,9.431400475,9.360607138,8.509437012,9.629389757,8.883064568,9.398751184,9.979419874,10.07714853,9.57209365,9.284584407,9.408289789,8.729467157
"MYD88",8.683939853,8.497727316,8.451891238,8.562553845,9.010373998,8.127297257,8.568900821,8.543878306,8.313894362,8.439858028,8.987268612,8.378330784,8.789741288,8.131242445
"MYO10",5.615179989,5.641879952,5.444506163,5.290707133,5.049987039,5.473701727,5.212554473,5.48559141,5.853488296,5.180348533,5.009544163,5.661921124,5.628242366,5.475690439
"MYO1B",10.60310008,9.863768356,10.60202294,10.47027852,10.7098517,10.36862642,10.3934097,10.06978128,9.449303386,10.27862768,9.734663745,9.828560477,10.43459892,10.92505235
"MYO5A",7.159514794,6.40918015,6.546775831,6.554770913,5.531143648,6.459919253,6.409502323,6.944614841,6.50913422,6.370618457,6.860475408,7.228962855,6.57361212,7.268676299
"MYOZ3",4.795032852,5.398428362,4.539020816,4.663379318,4.901226714,4.542545973,4.669555036,4.664461954,5.776548588,5.074630391,4.730720942,5.554917358,4.751563345,5.309518137
"MZT1",6.956525499,6.742778403,6.562976626,6.218019264,6.977292411,7.385968394,6.847456094,7.084014726,6.360111762,6.862501956,7.094352307,6.35507013,6.768208651,6.611759115
"N4BP2L1",7.614886657,8.621745924,8.279991873,8.583180719,8.955528522,8.567593203,8.044571747,8.127297257,7.550422777,8.527647696,7.927956796,8.029862171,8.653323342,8.025068338
"NAA20",11.74735171,11.35515556,11.4242149,12.15670599,11.81332486,10.8046883,11.81139984,11.55684142,11.38147746,11.24328344,11.40801525,11.77374336,11.1711585,10.96198171
"NACA",12.6100083,13.00657426,12.69356379,13.13625446,12.88625052,12.8072477,12.87554659,12.90165276,13.16789006,13.11919711,12.45282943,12.90898364,12.93923195,12.9944234
"NAE1",9.149337861,8.642479985,9.078899828,9.20216349,8.94886052,8.559053056,9.232769952,8.83264127,8.919189155,9.084252271,8.773879033,9.189450349,8.984631153,8.893110031
"NAF1",5.776346879,5.943649307,6.099095742,6.327152002,5.696063974,5.415164959,5.75314362,6.011383299,5.768066151,5.903385416,5.516671222,5.328573724,6.152470591,5.543272109
"NAMPT",9.432061925,8.255828928,9.415890843,9.546861277,7.878800763,7.762432054,9.433897623,8.608662649,7.954262511,8.896048469,7.769299899,7.927597396,8.267808466,7.937126215
"NAP1L1",8.01529129,9.895606337,9.178978096,9.370487775,8.13359964,10.37401848,7.876501702,7.867340496,9.103142548,8.679159338,8.490877408,8.926513294,8.675926559,8.785915454
"NAT10",8.509437012,8.643753488,8.858877892,8.885160061,8.782173594,9.035425499,8.847746389,8.791279892,8.968467551,9.352191691,8.860301798,9.258833109,8.696331491,8.835506262
"NAT2",8.031986733,8.547315588,9.041493662,8.358351012,9.348094595,8.905898278,8.322446189,9.199537288,7.738124489,8.901797224,8.894089709,8.052146542,9.274088309,6.622009269
"NAT8",8.96249329,9.358576052,9.505635937,10.15523124,8.83361476,8.529526575,9.148255925,7.950428308,8.564910363,9.912114716,9.438509829,9.419104784,9.81974861,8.610555631
"NCAPD2",6.796336007,6.604418578,6.91754109,6.529385195,7.283955632,6.947432848,7.651655987,6.986055092,6.689957127,7.056224692,7.124485886,7.054336912,6.677339364,7.087918795
"NCAPG",6.743105784,5.125230729,6.13195635,5.131947117,5.236561135,6.512457014,6.776701694,6.748516048,6.020730494,6.395596267,6.889946172,6.271571489,5.420970169,5.867332789
"NCAPG2",6.097250269,4.694372439,4.642379065,4.630380551,4.783782816,4.621361164,5.865113183,5.060095857,4.792510134,5.476083464,4.828038472,4.923116686,4.916745934,4.567650532
"NCBP2",7.845805352,7.977030289,7.842715691,8.211260328,7.679572172,7.222388669,8.108395912,7.934017933,8.391948531,8.182076941,7.751138259,8.208804824,7.76174026,7.682460215
"NCL",10.23148286,10.86932455,10.39832451,10.93193415,10.49610767,10.29976528,10.65585892,10.84037426,10.53112689,10.92636592,10.32137183,10.67382314,10.37797562,10.39832451
"NCOA2",4.685771529,5.902421449,5.497793806,5.835929554,4.984493361,4.530003609,5.587326229,5.08555492,5.378556506,5.607560211,4.882275652,4.899336752,4.954408062,4.906921308
"NCOA6",8.062833371,8.308818889,8.282744395,8.496815006,8.958489001,8.384411372,8.100714389,7.987161681,8.441104892,8.14982593,8.647430605,8.5860001,8.566603344,8.512146836
"NCSTN",11.43174505,11.3372086,11.62452628,11.19555984,11.50454284,11.07176557,11.21040909,11.19241826,11.40801525,11.01215127,11.14283199,11.36563885,11.02899071,11.39741848
"NDC80",5.272252282,5.216804951,5.633974684,5.209219219,5.113675531,4.986017628,5.842133919,5.773545865,5.137809121,5.538002949,5.988333552,5.517047888,4.845200836,4.99845296
"NDRG1",6.822447065,8.775325482,8.779464965,8.960973145,8.743705947,7.902504569,9.617957454,8.393182695,8.811367895,8.75779916,8.299068,8.473033611,8.844915115,8.950939059
"NDRG2",9.680688236,10.08487693,9.385150471,9.487937111,10.3415596,10.94362349,9.337955252,10.15885081,9.368764881,10.54498964,10.78655422,9.769332441,9.776907884,8.992914292
