"","LDN-1","LDN-2","LDN-3","LDN-4","LDN-5","LDN-6","LDN-7","LDN-8","LDN-9","LDN-10","LDN-11"
"MTPAP",8.590039621,8.339385857,8.386977066,8.323045203,8.23873761,8.864291353,8.238328186,8.560016608,8.258340899,8.699166839,8.421824334
"MTR",7.516845279,7.047878438,7.393923805,7.278586859,7.240986407,7.457347509,7.381360618,6.678597523,6.881233321,6.897943276,6.59404393
"MTTP",10.824755,10.61360626,10.5229167,10.68340747,10.95300783,10.62276674,11.19998228,10.88098254,10.59059107,10.46016838,10.43854738
"MTX1",8.419195322,7.987580577,8.185806871,8.331250182,8.303725197,8.122323285,8.309237433,8.255487062,8.110095178,8.165249114,8.059205718
"MUC6",5.425683676,4.78102074,4.950784683,4.951075917,5.571876668,5.213843957,4.924975134,5.005334764,5.283476785,5.246509549,5.224033321
"MVK",6.654943412,7.755125141,7.347794416,7.415952757,7.374543172,6.892684212,7.981609349,7.448893312,7.237630761,7.019736587,6.112743531
"MYC",9.691610377,9.927379305,9.800985104,10.11833837,9.126499385,10.73058639,9.497239616,10.19675378,9.420821114,9.260496649,9.409381838
"MYD88",8.105926692,8.273455315,8.573824482,8.458192448,8.428099708,7.892819396,8.789300289,8.94143836,8.750488605,8.600737207,8.402199882
"MYO10",6.418205026,6.216963291,6.6293345,6.016003354,6.167903173,6.377251936,6.330188358,6.23079836,6.382859538,6.260182434,5.594655649
"MYO1B",9.984834959,9.984834959,10.08961945,10.59059107,10.27329989,10.19748869,10.49424346,10.39525793,10.06221896,10.27329989,10.28646337
"MYO5A",6.383704439,6.845958385,6.178563436,6.387720185,5.740373534,6.707677724,6.751886192,6.090666261,6.285595936,6.617913497,6.932991774
"MYOZ3",5.062665925,4.960200009,4.722938314,4.789689545,4.797507453,5.022396367,4.837895372,4.673614013,5.206479058,4.672078405,4.667459476
"MZT1",6.784455805,7.145001442,7.188325859,6.790213673,6.549297239,7.11612955,7.29512676,6.606200163,6.711637284,6.765335239,6.366314066
"N4BP2L1",7.783962944,7.932938091,7.977481045,8.509961702,8.483088095,8.68939161,8.163941936,8.48046058,8.483980522,7.859548336,8.641108792
"NAA20",11.27967263,11.13231417,11.13838925,10.98357613,11.1351308,11.25853498,11.16366795,11.00014725,10.8176737,11.21969634,11.34674671
"NACA",12.95562115,12.8418727,12.93923195,12.71726072,12.8975242,12.87554659,13.01898566,12.71092728,12.8418727,12.59318885,12.64135404
"NAE1",8.944057156,9.065523932,8.72350922,8.73853759,8.845838979,9.182168465,8.762151183,8.819200592,8.571093017,8.90384291,9.029608
"NAF1",5.356340924,5.694336523,5.195802326,5.663026549,5.984791679,6.256399947,5.47705031,6.086418782,5.490745748,5.480961772,6.038707189
"NAMPT",8.642479985,8.138075702,8.449289758,8.554948235,7.836000296,10.5176527,7.885019275,9.501246378,8.340159447,8.708196682,9.943530932
"NAP1L1",9.841422328,9.139447844,8.476604587,8.631053529,8.702133253,11.06182777,9.150280997,9.942680123,9.873750008,8.915157148,8.39027959
"NAT10",8.717519806,8.388225948,8.54518851,8.576844847,8.271470383,8.682528335,8.559469227,8.264352099,8.460318107,8.907047334,8.497264898
"NAT2",9.386853038,8.925432751,9.341559999,9.7409538,9.418494586,9.044575204,9.601356093,9.931088072,9.785955548,9.912887824,9.224478436
"NAT8",8.917059517,10.03798115,10.16733978,9.768715609,10.17137085,9.832915513,9.581122239,9.38569762,9.906213997,10.23764088,8.991837821
"NCAPD2",6.686291051,6.786876538,6.799155235,6.534317352,6.529692322,6.120286413,7.016825916,6.552939109,6.501208336,6.917248072,6.710100554
"NCAPG",5.773545865,4.877987694,5.377204934,4.827188603,4.616640914,4.849353632,4.631348534,5.085261316,4.750384822,4.9980077,4.678299075
"NCAPG2",4.705637696,4.932912059,4.982190592,4.588445767,5.053153405,4.828411992,4.659631595,4.856438174,4.695458984,5.105980241,4.67692799
"NCBP2",7.897226148,7.90508384,7.771128746,7.812808138,8.057949401,8.114868605,7.78996311,7.826304693,8.019190788,8.132785427,8.193809466
"NCL",10.48515893,10.5229167,10.44275066,10.44768535,10.29897542,10.60931816,10.33898273,10.98115787,10.58384328,10.59059107,10.54303899
"NCOA2",4.731090537,5.20604631,4.980578682,5.022032437,4.914391414,4.987311641,4.804959254,5.661202267,4.982401707,5.345428078,5.370616593
"NCOA6",8.414857866,7.880232616,8.327406034,7.907804946,7.998663249,8.197136583,7.989876543,7.850751046,8.064675234,8.016564972,8.016564972
"NCSTN",11.18044051,11.16970962,11.13992404,10.98636934,11.10326071,11.19411152,10.91622692,11.05245077,10.96727641,11.32922524,11.26020386
"NDC80",4.78184164,4.866882803,4.682902538,4.503587289,4.643226352,4.586584059,4.766429181,4.746348637,4.884474971,4.603685834,4.648130457
"NDRG1",8.879350385,8.519105943,7.568103702,8.82307051,7.91124622,8.410712607,8.182406129,8.270166461,7.883418918,7.53789952,7.37044294
"NDRG2",9.208269873,9.975596942,10.64400216,10.18659748,10.27250198,9.463381212,10.17473458,10.00272939,10.27761025,10.90676835,10.48007501
"NDRG3",6.988336703,7.41670361,6.925111588,6.797316804,6.901792817,6.317538664,6.808574746,6.637918884,7.040965386,6.754267723,6.660389437
"NDUFA4L2",5.991375663,6.203710602,6.233485145,5.807875356,5.709499525,5.841873473,5.58075688,4.948950082,5.549256908,4.750552068,7.143403545
"NEDD1",4.837268219,5.066465718,5.116435164,5.428638468,4.947904657,5.498403988,5.16777022,5.799427915,5.344649785,4.712715046,5.650622894
"NEDD4L",7.36239,7.498919645,8.409396079,7.418775589,8.115261944,7.343487468,7.615176127,7.92656508,8.700712897,8.450579429,7.578722041
"NEK2",5.690633942,5.156113531,4.890304947,4.732796553,4.937069629,4.941576065,5.049579143,5.046386035,4.584172713,4.834081266,4.640436769
"NEK9",4.86585867,4.772258172,4.739610649,4.862897333,4.709571612,4.530069099,4.573706418,4.650983285,4.602970024,4.681817515,4.626422728
"NELFCD",9.679317979,9.560882994,9.357308313,9.535871706,9.801602704,9.253273606,9.699590791,9.636780044,9.611670457,9.599405191,9.308382925
"NEU1",8.181271162,8.651445884,8.250898706,8.265689973,7.902504569,8.180116427,8.155609747,8.46322566,8.152115762,7.839081631,8.379986317
"NFE2L2",9.60772942,9.877316338,9.801602704,10.10480267,9.931845914,10.09193899,10.30505202,10.49424346,10.2474895,9.814761552,9.904715699
"NFRKB",5.568267746,5.262357162,5.169041047,5.968799933,5.035033115,5.593114544,5.52729538,5.482228171,5.62551591,5.528710476,5.387038005
"NFYA",5.959824282,6.076856029,5.341152927,6.298204914,5.636656733,6.740879553,5.711055377,6.356688966,6.159010779,5.746475103,5.550057807
"NFYC",8.147724582,7.998310403,8.042242294,8.400089384,8.335447544,7.56453584,8.32567683,7.871925545,8.029069574,7.991040744,7.928350342
"NGFR",5.639374306,5.374649817,4.929436154,4.599033389,5.040820604,4.653351192,5.011612669,4.956873832,5.165497913,4.507550387,5.335432204
"NHEJ1",4.748749752,4.869121993,4.977105025,4.726886291,4.906868716,4.724284609,4.670780442,4.830450059,4.712236681,4.674927512,4.885711237
"NIF3L1",9.164501429,9.358576052,9.276243381,9.183321171,9.293492507,9.099914082,9.354457083,9.269879832,9.098877525,9.121521285,9.16391862
"NIPAL3",7.039200457,6.492304219,6.29910237,6.870904372,6.736445955,6.224782601,6.631259497,6.777301929,6.619123419,6.452709195,6.792120782
"NIPBL",8.168509871,8.113183043,7.716862526,8.12893863,8.13359964,7.783962944,8.176129757,7.6966329,8.044571747,7.606364308,7.782796519
"NIT2",9.961943316,9.818234928,9.983200558,9.978661238,9.973237314,9.776907884,10.13059807,9.997311034,9.970126657,9.973237314,10.15131763
"NKD2",7.850751046,7.391731682,6.772638605,6.091987524,8.058383721,7.771128746,7.054679314,7.290751579,6.767239648,7.219292261,7.207030095
"NKIRAS2",6.571090663,6.407364752,6.664587468,6.374923983,6.268841995,5.972353608,6.374694603,6.710100554,6.583693533,6.178563436,6.657424477
"NME1",11.04582698,11.49233104,11.09468961,10.35623662,10.78886952,11.30868207,10.8417047,10.97011948,11.08365555,11.98832525,11.41623628
"NMRK1",7.836365875,8.319510094,8.614897807,8.46365285,7.436683622,7.746794058,8.34502823,7.62861564,7.72294067,7.456638053,7.810108675
"NNMT",12.70396736,11.94839989,12.86449116,12.6835435,12.70045584,13.33950589,12.41632877,13.17576502,12.7347023,12.91303593,13.13625446
"NNT",9.704535782,9.848003638,9.97174074,9.70827009,9.740287616,9.856584361,9.82422973,10.01272095,9.916805422,10.2828424,10.18481868
"NOL11",9.005610871,8.884629134,9.036946223,8.943077223,9.135653903,9.269288898,9.062963212,9.223951185,8.932500085,9.015404158,8.924399915
"NOL7",10.66710141,10.72251025,10.82351538,10.58271427,10.75097895,10.71882651,10.46200004,10.77584532,10.44673206,10.55461064,10.61360626
"NOL8",8.035460096,7.693163003,8.090775414,7.930691468,7.925780896,8.005064533,8.109248404,7.851122415,7.638899331,7.926927583,7.91564361
"NOM1",4.707278594,5.185017571,5.02183991,4.62190893,4.79346073,4.653812294,4.576340244,5.01079618,4.745190604,4.650686619,4.673917255
"NONO",11.23377817,11.19555984,11.2212814,10.97011948,11.2703651,11.11534821,11.3138098,11.67702825,11.34674671,10.98228931,11.17905841
"NOP2",9.39698075,9.438509829,9.685247336,8.673384792,9.041493662,10.25122725,9.240767688,9.246489368,9.136676309,9.727649282,9.933966094
"NOP56",9.290785364,8.93636238,9.722119763,8.607923144,9.139999252,9.761182311,9.551112466,9.168852612,9.185023337,9.311285654,9.119258687
"NOSIP",9.859397972,9.615265969,10.02355915,9.548047296,9.633971355,9.609063715,9.534594678,8.964485841,9.108006227,9.59628788,9.359073578
"NOX4",5.994686407,5.440796783,5.283476785,5.635068781,5.120230775,4.914028877,5.174498729,5.21218077,4.829940495,4.921270493,6.059821799
"NPC1",7.70710692,8.446699609,8.270166461,8.507252133,8.199456235,8.506747847,8.660124778,8.162691263,8.431240163,8.406348496,8.263927168
"NPM1",12.21477969,12.59318885,11.89816258,12.07550416,12.64465502,12.60367393,12.48392095,12.21980725,12.57449507,11.59771827,12.06348049
"NPNT",4.990043151,4.595212476,4.681584997,4.786024052,4.607577233,4.564149436,4.536082132,4.648363336,4.503611397,4.511087407,5.140145211
"NPY1R",4.567141754,4.653383376,4.542481504,4.69663426,4.631983154,4.904764906,4.793697316,4.643812386,4.796955848,4.805979715,4.476347791
"NQO1",7.208337043,7.592836887,6.049781605,7.486665884,7.673662503,7.105978192,6.430830021,6.052073536,6.318156874,7.185924557,8.435823371
"NR1H4",9.931845914,9.832915513,9.304162844,9.93712023,9.855107554,9.939539493,9.755690972,10.45537093,10.47027852,9.877316338,10.25172988
"NR1I2",7.849215471,7.293439938,7.679572172,8.325272126,7.800841962,7.380960259,8.367733117,7.390096771,8.086776553,8.089196787,8.00108129
"NR2C2",6.710100554,6.093282656,6.216963291,6.186255404,6.772960901,6.35640335,7.145353063,6.571396359,6.62026048,6.852276521,6.694007924
"NR2C2AP",6.422288715,6.268263998,5.9284029,5.986070123,6.232675422,5.7598815,6.286990133,6.183496259,6.012875226,6.350272961,5.988333552
"NR3C2",7.68211759,7.200934578,6.834619748,7.687692943,7.581277688,7.033976637,7.747175479,7.222718884,7.436683622,7.06867149,7.320180289
"NRAS",7.526103166,7.051961085,7.367412302,7.036610953,7.075533802,7.260741628,6.994832996,7.313781809,7.049729004,7.243566866,7.625835946
"NRBP1",6.641681194,6.7436769,6.323854938,6.355335895,6.428267756,6.284732308,6.08167445,6.439609964,6.746386204,6.455940055,6.897943276
"NRF1",5.142839434,4.784118124,4.695639962,4.589213433,4.694858647,4.786402684,4.674034915,4.752551603,4.790125796,4.692987937,4.753597028
"NSF",10.27482704,10.34068522,9.867147504,9.896499108,10.10480267,10.14209183,10.02591663,10.27250198,10.1470745,10.36471456,10.34525207
"NSFL1C",8.64934396,8.440716761,8.196755068,8.386977066,8.208031946,8.307445502,8.377867169,8.292270749,7.961904819,8.269811956,8.405935809
"NSMCE2",7.527859181,7.591659758,7.656963915,7.467146103,7.50474179,7.592070199,7.470469527,7.472584311,7.201763759,7.673662503,7.905855085
"NSUN5",7.458752831,7.608263451,7.834935387,7.836000296,7.403237759,7.286783583,8.149365463,7.57565795,7.609715418,7.469054577,7.561319711
"NTF3",6.657692893,7.022315862,6.934953173,7.30645435,6.777929618,6.955286593,7.634831602,7.240342499,6.924209957,6.337466151,4.807459392
"NTN4",6.666388494,6.394505525,7.097031055,7.127626441,7.386314999,6.616413184,7.674976331,7.2648484,7.039994121,7.186269607,6.347326104
"NTPCR",8.932500085,9.118157258,8.923379767,8.726222475,7.852656675,8.512602886,8.527255352,8.933591819,8.60325685,8.518254509,8.645586967
"NUAK1",8.96749749,8.246035176,8.304984056,8.541889001,8.619446829,7.773573232,8.315972991,8.461661117,8.190491576,8.143644002,7.927597396
"NUB1",9.790040853,9.498721607,9.78388192,9.626860344,9.579830875,9.232258941,9.865832382,9.735366025,9.410598386,9.545583506,9.615265969
"NUDCD3",8.418693476,8.244790294,8.274325443,8.555840692,8.401340796,7.708871421,8.591115536,8.313894362,8.348843273,8.254616485,8.326154295
"NUDT1",7.666465516,7.375833541,7.183169498,6.527906379,7.083713483,6.407703109,7.083713483,6.627513321,6.75879679,7.062494599,6.81681287
"NUDT19",4.754911976,4.794209705,4.421697887,4.753197906,4.65211162,4.87134745,4.861551064,4.609481861,4.836234163,4.593187051,4.579607434
"NUDT3",8.875416465,8.894633757,8.966534024,8.737270797,8.625357776,8.684931361,8.787304846,8.625357776,8.379986317,8.694989599,8.4847555
"NUP133",7.98281335,7.995572581,7.897226148,7.835264718,8.206884051,7.828432292,8.097161938,7.736182037,7.957632367,7.847348006,7.854313718
"NUP153",7.161031349,7.565935191,7.275765371,7.382807013,7.211431791,7.342525948,7.198284812,7.70710692,7.382060514,6.892684212,7.371738941
"NUP155",7.13965643,7.276112701,7.458079427,7.112564428,7.453141672,7.112863655,7.141599532,7.309996564,7.03010155,7.602961479,7.378211168
"NUP160",7.639618104,7.674341494,7.710602135,7.72294067,7.510397412,7.78996311,7.666104248,8.166951379,7.840313617,7.437712025,7.503946107
"NUP210",6.414148153,6.250137736,6.524777125,6.752508006,6.470078076,6.078450898,6.188649989,6.477244206,6.440776247,6.432204211,5.593947581
"NUP37",9.196295866,9.061471035,8.98565994,9.08170473,8.888206316,8.948346292,8.72163982,8.852695491,8.632354825,9.013367819,9.152512008
"NUP43",8.699638877,8.696331491,8.239617506,8.274810797,8.764812859,8.081153944,8.933591819,8.624001162,8.631053529,8.435071501,8.514666684
"NUP85",9.109645114,8.99836834,9.065037037,9.175190569,9.107520103,9.540640342,9.249738799,8.988723957,9.149337861,9.011833029,9.192302356
"NUP93",7.875764215,7.786265794,7.775609722,7.364897987,7.410992002,7.815862884,7.756513105,7.70676679,7.652059816,7.879479761,6.847705347
"NUSAP1",7.52206321,7.097636879,7.080784787,6.059821799,6.770450443,6.139125251,6.27553123,6.672090102,6.256681549,7.154268808,6.770162857
"NUTF2",6.100390113,5.640233152,6.004295436,6.062961901,5.375805664,4.939768992,5.77472232,5.804694462,5.453946018,6.117479006,6.408909646
"NVL",7.108160934,6.964549848,6.68936115,7.052270507,7.19447037,7.151569501,7.151569501,6.778252216,7.057472385,6.652343754,6.099896588
"OAF",11.52398261,11.23829138,11.4178704,11.64731336,11.82744105,11.36381876,11.68838468,12.07068235,11.47910379,11.42824923,11.5588562
"OAS2",10.14038427,10.30233788,10.45248953,10.55569188,10.31587028,10.23474991,11.55090289,11.24978443,9.70827009,10.58271427,10.43960962
"OGDHL",10.63182321,10.04221311,10.25769363,10.88372539,10.54697577,9.763961188,11.23529648,10.67169621,10.75097895,10.41841548,9.519430433
"OGG1",6.542833067,6.6489534,6.770450443,6.842418749,6.324692846,5.903641143,6.010313962,6.042028015,6.340259982,7.075533802,5.983249168
"OIP5",5.876273124,5.847104124,5.018954579,4.879062692,4.948848119,4.719153252,4.671457834,5.481157083,4.847576627,5.631058705,5.683704434
"OIT3",5.439188996,6.421954639,6.998385018,7.268053481,7.402235722,7.039031374,7.818496617,8.116040302,7.412514823,7.123946453,5.063803474
"OLA1",4.690691698,4.905798833,4.902266808,4.778094703,4.846202995,4.906482619,4.724083085,4.711246119,4.711326063,5.044032502,4.668934215
"OLFML2B",5.765553693,5.324769058,5.46018641,4.989639523,5.629564633,4.948897097,5.164236656,5.032817129,4.969313742,4.994830081,5.463100603
"OLFML3",7.647947767,7.638899331,7.472230411,6.961705633,7.679265323,7.699600824,7.274034196,6.72681445,8.14153795,6.645418326,5.696325331
"ONECUT2",7.967349328,7.851122415,8.053660093,8.199851392,7.889255992,7.30940801,7.946527642,7.954640086,7.783962944,8.134853357,7.866131768
"ORC1",5.252316616,5.198234644,4.640299568,5.636025229,5.024876832,4.791657185,4.889242078,5.923116908,5.613722223,5.350576749,5.723134399
"ORC6",14.67969991,14.39368931,14.53460228,14.49635619,14.38078954,14.56789889,14.66853289,14.22972296,14.43988582,14.40421508,14.26076236
"OSBPL3",5.101680097,5.553010875,5.909406259,4.985825202,5.517800825,4.983599136,5.848608923,5.358183634,5.497174887,4.76787929,5.289502553
"OSGEPL1",5.638706591,6.160376277,5.808548283,6.002956485,6.121327191,5.233080224,5.965971559,5.990104149,6.195639954,6.045920554,5.830835403
"OSR2",4.845318247,4.717905365,4.769635588,4.587103953,4.647066166,4.587266282,4.753554025,4.534867394,4.521084171,4.850999189,4.656867394
"OSTF1",9.321962328,9.757738511,9.841422328,9.543375458,9.370006488,9.846665171,9.692912657,9.623712744,9.53093316,9.421904634,9.466507595
"OXNAD1",6.531127363,6.912658675,7.23233155,7.288010639,7.265145564,7.601123389,7.415952757,6.57361212,7.625123281,7.596107072,6.60381794
"PA2G4",7.969597126,7.894909339,8.263222956,7.962732204,7.992468327,7.992856057,8.482669867,8.009807097,8.359959689,8.417727707,8.233363409
"PABPC1",11.733921,11.6863513,12.08035946,11.88323767,12.03507253,11.88774957,11.83528934,11.78861852,12.27170126,11.91944894,11.63460924
"PABPC4",10.71213449,10.77968468,11.03999024,10.8191708,10.70265806,10.87591402,11.00288367,10.72592893,11.25715471,10.87312872,10.42134448
"PABPN1",9.204338267,8.980043172,8.581407324,8.762151183,8.863313317,8.18674292,8.973187031,8.553175802,9.047745217,9.135099332,9.281872194
"PAFAH1B3",7.902504569,8.100370277,8.206884051,7.449240361,7.942393468,7.670866388,7.931834372,7.024889188,7.819241991,8.104296436,7.059344663
"PAIP2B",4.620720889,4.462114848,4.463704744,4.767752557,4.577508833,4.675294271,4.846129476,4.579978755,4.65327864,4.561339822,4.630287049
"PAPOLA",9.485308604,9.694257832,9.23749541,9.291764092,9.522477305,9.660552126,9.582365624,9.513191153,9.621181215,9.280773223,9.661785545
"PAPSS2",10.36471456,9.742376799,9.91061648,10.40098957,10.63965132,10.66593065,10.08873408,10.52708467,10.23222608,10.27250198,11.05547459
"PARD3",5.174164586,4.843793604,4.70807844,4.561230229,4.726654605,4.880171196,4.806470323,4.77628057,4.746914923,4.517645368,4.77404972
"PARP12",8.454549264,7.924986685,7.308811212,7.92656508,8.068154132,7.676379802,8.636483313,8.64017614,7.973918087,8.044943113,8.341961267
"PARPBP",5.490396389,5.62551591,5.075199035,4.532567232,4.885839114,4.789899702,4.519770947,4.861791935,4.881910768,4.595606657,5.21476211
"PAXIP1",7.382404877,7.112233464,6.816489742,7.409952056,7.35300761,7.1085308,7.36239,7.455656902,7.115541236,7.239982065,7.370103166
"PBK",5.107953346,4.675870883,4.520729653,4.607238832,4.581485883,4.606055565,4.533258577,4.54609909,4.828105652,5.184766986,4.512943189
"PBLD",9.035425499,9.432772191,9.700271839,9.854334795,9.171925771,9.153605771,8.909097546,10.15131763,10.4516012,9.812030521,9.964347596
"PBRM1",6.485533052,6.015759423,5.950418048,6.161262102,6.077617957,6.17553801,6.429741229,6.190913157,6.303828466,6.256099541,6.364072488
"PBXIP1",5.82803416,5.463279016,5.791938697,5.881693726,5.943401284,5.166771534,6.469235551,5.623162293,5.436456762,5.952398906,5.950192865
"PCBP2",12.65067967,12.08510184,12.66068263,12.4895645,12.43862163,12.36543611,12.66665689,11.99462628,12.38884112,12.33308286,12.09261105
"PCCA",10.2828424,10.68340747,10.24923615,10.44067709,10.21715697,10.22550026,10.26448811,9.722844717,10.40007606,10.56001675,10.85446466
"PCDH9",5.658903318,5.641289786,5.280172972,5.462522985,4.761008919,5.079361329,4.856931009,4.724161737,5.199772386,5.441685359,5.701229702
"PCDHGA4",4.626477931,4.764276119,4.601528597,4.845746487,4.709252618,4.746348637,4.601184285,4.970958775,4.729140231,4.703434543,4.667853203
"PCGF6",7.746794058,7.53342004,7.274727332,7.907014607,7.683827691,7.921156849,7.562729218,7.665754971,7.884198159,8.024673131,7.978632273
"PCID2",9.749488599,9.75990103,9.909939324,9.92962314,10.12892335,10.41369053,9.962768053,9.90331569,9.877316338,10.04536919,9.831529727
"PCK1",11.09614543,11.76971675,11.94402048,12.8418727,11.71975143,12.20467566,11.87411981,12.88289199,12.554639,12.33624471,12.87554659
"PCK2",12.73832134,12.63221037,12.71446518,13.0844763,12.786411,11.98141798,13.24108346,12.3837334,12.67693801,12.36543611,12.6100083
"PCLAF",14.61736932,13.99478896,14.02956106,14.24112587,14.15977157,14.17885461,14.60709083,14.03843718,14.28450814,14.17885461,13.98646061
"PCNA",8.12536654,8.724531427,8.53038213,7.893829594,8.314715599,8.644716747,8.290415469,8.61362811,8.088015157,8.901328047,8.319197561
"PCOLCE2",5.720198076,7.086654168,7.813185181,8.182836311,6.829341527,7.095992511,7.30974152,6.670588497,6.948703149,5.268574549,4.878972188
"PCSK6",9.584816053,8.876318412,7.640950447,9.821315725,8.61281654,9.384044251,8.964947313,9.628016432,7.556364686,7.645673855,7.635153158
"PCYT1A",4.858217061,4.830545185,4.80129475,4.494006088,4.623001498,5.036644133,4.852044885,4.756109048,4.725155172,4.66061164,4.882050868
"PDCD2L",7.228016123,6.80095452,7.181858174,6.982739963,6.958473632,7.072802139,6.984233302,7.219002171,6.427749269,7.407687407,6.84214548
"PDCL",4.888173036,5.351988732,4.914849057,4.99688155,5.41988926,5.367702995,5.14681898,5.364166788,5.486314474,4.788923222,5.71927493
"PDE2A",6.342473077,6.24090408,5.505298762,6.71634503,6.653410563,5.736057207,6.73048392,6.955286593,6.813472041,5.708180438,6.060060099
"PDE7A",6.548641443,6.997687587,6.755598692,6.347032229,6.732978935,6.508973203,7.028560463,6.177762059,6.59433637,6.510023184,5.58484356
"PDE7B",7.921156849,8.494893101,8.669290999,8.501406943,9.089900235,8.529526575,9.436721693,8.333281189,8.741062782,8.847746389,8.052580958
"PDGFD",7.234728527,6.155149276,6.502425446,6.27767925,7.34380269,6.959383867,6.639126905,5.411973158,6.288559801,5.662809368,6.46751249
"PDGFRA",9.600683855,9.800312117,9.240767688,8.347101502,9.722119763,9.423753395,9.22936951,8.514260345,9.580504528,8.38303752,9.168852612
"PDIA5",9.175704622,8.698259775,8.676791423,9.945158243,9.301758726,8.469125033,9.312462227,9.97485366,9.442357259,8.98923603,8.908538148
"PDPK1",8.610946678,8.097959697,8.385264992,8.754830344,8.486159418,8.155978492,8.52295248,9.123167255,8.838885786,8.434159199,8.50453482
"PDZD11",4.749374606,4.701104593,4.682627282,4.837821036,4.561544917,4.760070539,4.943271144,4.819599978,4.589965259,4.855251709,4.876589727
"PDZRN4",4.671425945,4.956228975,4.921683268,4.700257297,4.676996189,4.63608327,4.741728842,4.597781789,4.642676504,4.753126999,4.573615549
"PEAK1",4.446369902,4.483508883,4.664307277,4.851779674,4.641250827,4.470965662,4.551126567,4.594111206,4.517834721,4.578028085,4.518367237
"PECAM1",7.999872947,8.267305798,8.020319548,7.975506237,8.434159199,8.410261987,7.842384101,7.781640129,8.027806487,7.457721949,8.169308157
"PEMT",11.55501213,11.81139984,11.53977989,11.89167065,11.72981236,11.4390593,11.74550163,12.24835189,11.91944894,11.64914198,11.06623037
"PEX11G",6.770450443,6.795150363,6.660129999,6.861470955,6.918158005,6.179943119,6.91413391,6.33380539,6.600589796,7.010783391,6.118592627
"PEX5",10.70018808,10.5501119,10.54109178,10.70136556,10.58603176,9.894938283,10.88627473,10.2891063,10.21715697,10.44067709,10.93297983
"PFAS",6.490570165,6.950263955,6.704251112,6.470721676,6.360666592,6.515350055,6.923504591,6.751595812,6.505181895,5.92942716,7.059625418
"PFDN2",4.692544252,4.523365435,4.718822528,4.800483152,4.453774104,4.506958192,4.756520469,4.670567675,4.574761535,4.751436965,4.927730516
"PFDN6",6.84368669,7.240671003,6.654343634,7.131281814,6.872421383,6.732665147,7.133673822,6.892684212,6.834779962,6.764011184,6.85904822
"PGM1",12.14305204,12.8140299,12.81019832,12.73832134,12.87554659,12.61286348,12.38085893,12.74909955,13.30631135,12.51828912,12.2510797
"PGP",5.323870162,5.264219299,5.117631263,4.950346854,5.37771196,5.497576674,4.958945978,5.519225876,5.224989249,5.509955907,5.122345331
"PHACTR3",5.43738596,5.23415023,4.860846204,4.868700274,5.308118455,5.34179276,4.785575962,4.888825494,5.061166388,5.163610654,4.698379266
"PHF10",7.172932636,7.341196651,7.267041162,7.271589741,7.377817496,7.55211833,6.567741336,7.704332832,7.721019952,7.206704138,7.138007754
"PHF20",5.687305181,6.077396563,6.053148258,6.067765608,5.921583699,6.373475353,5.491490222,6.268519138,6.053381047,6.307268092,5.733980978
"PHF20L1",7.906614065,7.70676679,7.904012125,7.656273281,8.190491576,8.009361641,7.927597396,8.258797569,8.01613704,7.646066092,8.013007611
"PHF6",5.144253363,5.011334796,5.022242557,5.074154701,5.189212458,5.18406892,4.969440596,5.263937767,4.982584129,5.182992752,4.982707543
"PHIP",8.30032459,8.282328481,8.172500634,8.029069574,8.298592131,8.314335699,8.201420201,7.580538761,8.060383804,7.917504231,7.844075604
"PHYHD1",6.797316804,5.806164342,6.37816142,7.139297943,6.765634332,5.894215937,7.188325859,6.156089064,7.007079957,6.062709312,6.60214375
"PHYHIPL",4.863065227,5.080420512,4.594574863,4.835707546,4.949565117,4.695401861,4.748039545,4.834833788,4.678488455,4.710264372,4.554705588
"PIAS1",8.201899365,8.219026582,8.050523943,8.108792024,8.475255403,8.11961628,8.335018028,7.813185181,8.318890675,8.005064533,7.881343477
"PIGC",8.686907701,8.712918792,8.676406787,8.810365686,8.75096467,8.891572951,8.85790301,8.589536723,8.772934339,8.897546069,8.980043172
"PIGU",8.072792059,8.068154132,7.670180626,7.55244132,7.907398478,7.791406419,7.824677946,7.34579768,7.788375441,7.88692596,8.034212529
"PIK3CA",5.73444422,5.232509265,4.893409208,4.986228756,5.179420262,4.892362167,5.061905324,5.456755848,5.313695371,4.984955948,5.476836717
"PIK3CB",6.025639953,5.925694332,5.623570698,5.205497429,4.787637888,5.728812987,5.148108642,6.131136898,6.178848155,5.839077277,6.219689212
"PIK3CD",6.007483024,6.174327644,6.93394897,6.449157588,6.271038986,5.574881276,6.577813854,6.048481319,6.39736971,6.107589385,5.568267746
"PIK3R1",9.18382213,9.557499591,9.584105638,9.705252578,9.893459895,8.465042026,9.38458059,9.798825435,10.15523124,9.596849496,8.765832819
"PIK3R2",10.25604284,10.19748869,9.557499591,9.873750008,9.89206215,9.297302906,10.18806151,9.776907884,9.921271089,10.24665707,9.959418312
"PIK3R3",4.739723599,5.175704197,5.218458009,4.582148282,4.692902625,4.602511832,4.865624401,5.131741629,5.218208161,4.812581983,4.633435196
"PIP4K2B",10.66810513,9.793514123,10.36862642,10.40769863,10.28552624,10.13954841,10.80235646,9.953955606,10.22879373,10.15523124,9.905487042
"PIP4P2",6.142365026,6.658335472,6.054358468,6.283883654,6.613557218,7.104469445,6.49317844,6.748225303,6.067532205,6.492006905,6.140590076
