"","C-1","C-2","C-3","C-4","C-5","C-6","C-7","C-8","C-9","C-10","C-11","C-12","C-13"
"DNAJC5",6.373475353,6.661948096,6.099896588,6.212785309,6.114072276,6.571090663,6.649230186,6.659818379,6.774189912,6.892684212,6.605398676,6.979004737,6.322811006
"DNAJC6",5.020003897,4.638675384,4.926836118,4.615297239,4.558751484,4.596396111,4.805846605,4.886017944,4.774758047,4.840162534,4.607249521,4.772685739,4.798580919
"DNAJC7",7.390096771,7.168312428,7.305166849,7.813565957,7.368771153,6.788162458,7.574017506,7.654575406,7.691821616,7.443985811,7.708204743,7.783962944,7.870385202
"DNAJC9",8.546019767,8.667903657,8.536869759,8.651078037,8.898993726,8.297635308,8.628726026,8.409784981,8.548161585,8.295618172,8.448553045,8.657680111,8.182836311
"DNALI1",8.677281248,8.556258601,8.619446829,9.040422991,8.732912495,8.480043139,9.062963212,9.260496649,8.366437466,8.889612343,8.72534423,8.845838979,7.932938091
"DNASE1L3",12.56128661,12.04236512,11.77795741,11.5751465,11.76327093,12.06635867,10.87176583,12.4115221,11.87411981,12.0731448,12.0950816,12.56768346,12.18512466
"DNM1L",7.493388009,7.451106409,7.351304292,8.126195789,7.211431791,8.129313493,6.912337939,7.142837996,7.346097645,7.538907611,7.160506196,7.072469707,7.399815196
"DNMT1",9.548733425,9.769332441,9.552521207,10.18481868,9.249198757,9.771508754,9.452943199,9.600065777,9.998888311,10.19997676,9.056291277,10.51032271,9.290257025
"DNMT3A",4.654178247,4.992255606,4.79225202,5.179198421,4.997800298,4.663650948,4.804222724,4.81953655,5.157662647,5.170618871,4.892362167,5.513724317,4.767498185
"DOCK5",5.934731518,5.565559775,6.361216662,6.147376175,5.63915113,5.754325041,5.509741661,5.892059605,5.469234219,5.969035495,5.944414181,5.888845876,5.993430981
"DONSON",6.688712019,6.69459403,6.799155235,6.440776247,6.085391189,5.720411211,6.054617111,6.179644298,5.269014803,6.044906284,6.043111304,6.50306284,6.561774058
"DPCD",6.505181895,6.053148258,6.35224152,6.779989891,5.959003644,6.366626873,6.631867722,6.744300479,6.178287913,6.124518986,6.379948721,6.566488954,5.922384
"DPF1",4.632998974,4.615835544,4.752668982,4.760070539,4.469189867,4.771262328,4.603043903,4.679478582,5.235184899,5.182992752,4.776841273,4.719623056,4.532458442
"DPF2",8.30212591,8.417291449,8.2133194,8.338884382,8.076654858,8.275714204,8.14613237,8.196755068,8.240511912,8.364360021,8.124226057,8.187197634,8.325272126
"DPF3",4.939308442,4.560884287,4.99277928,4.873453899,4.903556067,4.71699961,5.468231652,4.721920426,5.226627052,4.831112249,5.398592743,4.841290266,5.710401635
"DPM2",6.691264098,7.624495991,7.494088493,7.051009167,7.142218472,7.328828804,7.131281814,6.672090102,6.769108665,6.609324001,7.948895546,6.518737823,7.136287841
"DPM3",9.573998358,9.724845045,9.801602704,9.209399671,10.11675023,9.810666353,10.29227634,10.02591663,9.94034478,9.817551099,9.847324246,9.425385234,9.803469385
"DPP8",7.534439237,7.275080349,6.90329001,7.33577264,7.305166849,7.207986379,7.318470626,7.203535805,7.16371856,7.626816363,6.950263955,7.126908296,7.212077013
"DPY30",9.909939324,9.969340238,9.979419874,9.621876053,9.904078276,9.694257832,9.950398724,9.611048679,9.719562298,9.619844067,9.881011473,9.612930756,9.91752541
"DR1",5.880641306,5.392703072,5.797286745,6.072602563,4.802665726,5.341640209,5.539997104,6.051052712,4.829980104,5.426221469,6.011887518,5.581567655,5.751460415
"DRG1",9.417260854,9.222884851,9.245245704,9.513762843,9.24467186,8.959503327,9.197358924,9.187144323,9.044142219,9.226106261,9.130407839,9.315968177,9.271072787
"DROSHA",7.184859456,7.021078106,6.513633943,6.95973779,6.944912167,6.629635813,7.106620842,7.027285497,6.837378813,6.851425852,7.036277044,7.242873771,7.347418813
"DSE",9.035425499,8.350066655,8.377867169,9.566244853,8.274810797,8.595471987,8.140622964,8.614056248,8.156349835,8.451001262,8.540134972,8.795949219,7.894541868
"DSN1",6.197587251,5.985794378,6.176867328,5.617356264,6.285595936,5.837678347,5.227520662,5.763407858,4.859716936,5.880159344,4.630144336,6.536881125,5.908247798
"DSTYK",6.804052983,7.514569955,7.0314524,7.670464516,6.812843855,7.562729218,7.211431791,6.772019817,7.485705012,7.243566866,7.080201854,7.662422299,7.2373121
"DTL",5.015357389,5.14361095,4.790682934,4.692650153,4.845527358,4.867588758,4.711030868,5.242648538,5.021143841,4.697224806,4.69542409,5.032172606,4.801726139
"DTX1",5.442638351,5.738506184,5.365515255,5.978121742,5.796809852,6.474200364,6.017493721,6.92539811,7.828432292,7.369740625,5.856355872,5.206323117,6.01526747
"DTYMK",7.201763759,8.016949376,7.517917089,7.016180154,7.920452585,7.2648484,7.396852798,6.502716909,7.106950652,6.648346602,7.434385901,7.380960259,7.209718773
"DUS4L",6.851425852,7.11947591,6.826084058,6.661591129,7.239626568,6.885841803,6.599951827,7.049140788,6.76063337,6.49173685,7.199653753,6.833162427,7.159861556
"DUSP1",14.09725874,12.76284089,13.09268348,14.46185118,13.73034972,13.10668896,12.352295,12.95109381,12.12181271,13.37459462,13.88478851,12.33878806,12.51508502
"DUSP12",8.352895427,8.468276858,8.415650273,8.878851561,8.587231411,8.777569928,8.439858028,7.973520707,8.674920317,8.402199882,8.089997259,8.617152208,8.275714204
"DUSP6",8.184055114,8.410261987,7.842384101,8.277506065,7.271222627,7.608961547,7.676015586,9.032794783,9.284039447,9.423753395,8.665103042,7.820676706,8.653323342
"DUSP9",4.519799654,4.546749211,4.422741876,4.597855765,4.48007556,4.415457988,4.404904079,4.517297413,4.562942597,4.612966548,4.468184533,4.386610891,4.399190225
"DUT",6.679129383,6.876717389,6.633393322,6.339706578,6.625398398,6.417123629,6.683365633,6.958749458,6.48043006,6.334090718,6.740591014,7.067719304,6.927584392
"DVL1",6.01472171,6.154103578,6.118068365,5.392863334,6.073151852,6.110411824,6.500877223,5.438271073,5.575656915,5.864028486,5.588189937,5.095285071,5.69518379
"DVL2",6.586157327,6.491122917,6.31248282,6.481015801,6.852856148,6.628740945,6.190065643,6.604097501,6.785385602,5.978622245,6.248948647,6.770724388,6.474495667
"DVL3",7.464858595,7.721796035,7.410349086,8.30419219,7.469405998,7.619518594,7.575346666,7.164717166,8.160780464,8.100714389,7.526481489,7.720339676,7.993657898
"DYM",8.887216595,8.951854737,8.752439507,8.679584724,9.331967783,8.457338957,8.822068954,8.545603188,8.556806808,8.634627119,8.865903901,8.720727669,8.845344758
"DYNC1H1",8.474323562,8.684931361,8.086339556,9.003549752,8.687341363,8.432126934,8.74275648,8.751428284,8.554948235,8.694060161,8.501406943,9.256690869,8.354576572
"DYNC1I2",9.181159017,8.83361476,9.031239034,9.520723888,8.873279895,9.083727951,8.959974404,8.932500085,8.342357531,9.100983359,8.769650606,9.157825172,8.734376403
"DYNLL1",10.74597314,10.71093997,10.85168131,11.06894907,10.28814477,10.0487109,10.86322254,10.88760078,9.675971041,10.39079965,10.89738025,10.71767364,10.16380693
"DYRK2",7.955748733,7.698810063,7.968806947,8.420913243,7.748997912,8.147724582,8.061996525,8.088500136,7.917848412,8.060383804,7.267687734,8.400538415,7.702171819
"E2F1",4.764963178,4.510240855,4.793226637,4.608456045,4.544561658,4.73189832,4.589893466,4.52935872,4.474274024,4.62953802,4.539851574,4.527209704,4.65908875
"E2F2",5.761209925,5.106971088,4.729077087,5.087639522,5.380708973,4.977854818,4.664882341,4.79824786,4.581032786,4.611325086,5.065481895,6.356175771,4.653399737
"E2F3",7.746423474,7.700053682,7.489263941,8.499491709,7.50753967,8.350066655,7.130573921,7.913229747,8.064314554,8.393977465,7.119170935,8.01529129,7.664273906
"E2F4",8.537698874,8.710560727,8.505859414,8.445802713,8.261124037,8.694060161,8.61986812,8.466834178,8.475255403,8.692726218,8.223119562,8.497727316,8.486159418
"E2F5",6.271571489,6.68370935,6.952384906,7.012617222,6.485533052,6.033936442,6.102196296,6.066462812,6.22252688,6.254431988,6.08399892,5.699040441,6.320166234
"E2F8",4.462016827,4.537184569,4.470606308,4.527286846,4.606598795,4.573351362,4.492982712,4.515142389,4.509851337,4.414997002,4.55246902,4.477312031,4.439313941
"EARS2",6.789326622,7.630329016,7.55007479,6.221125521,7.053947256,6.793000066,6.536594531,6.861113275,6.891124536,6.94969694,6.826416942,6.927020612,7.276112701
"EBF1",5.271700381,4.903227456,4.753029931,5.763884646,6.208961094,4.866176791,4.652789619,4.76450974,4.950106231,5.030610192,4.666768743,5.289502553,4.740034459
"ECHDC2",13.35896968,13.70401627,13.62633342,12.25834278,13.54918483,13.40020405,13.06363472,13.47894268,13.96335229,13.26781522,13.41512683,13.18913472,14.26076236
"ECHS1",12.81019832,13.35896968,13.46218989,11.12087662,12.78286933,12.70045584,12.29896498,13.06763298,12.7794086,12.786411,12.99807146,12.54488151,13.7164356
"ECT2",5.523242373,5.82803416,5.366750209,6.276071231,6.14393188,5.807413362,5.462522985,5.712418859,5.777905161,5.475151919,5.431895484,6.341937856,5.625104898
"EDIL3",4.496357583,4.467662053,4.472030709,4.825856224,4.466705296,4.538674009,4.476930533,4.704936316,4.592385625,4.538097034,4.560737977,4.495740512,4.508780816
"EDNRB",9.431400475,9.010800771,9.507408663,10.74597314,9.16391862,9.151896825,9.208835307,9.318902268,9.11982675,9.292916079,8.886075396,9.031730842,8.99027569
"EEF1D",11.07986385,11.23377817,11.15616577,11.55308009,11.67278258,11.09190919,11.71585916,11.27967263,11.44081333,11.25282947,11.29440247,11.35869823,11.44241344
"EEF1G",12.30633688,12.6835435,12.83143157,13.01089375,12.98015078,12.67693801,12.8611496,12.22244788,12.39439381,12.34435531,12.58072025,12.69027383,12.67373701
"EFCAB11",5.641879952,5.273103292,5.497989636,5.380133614,5.853985031,4.889605192,4.79635307,4.883071268,4.905798833,5.557241635,5.926654198,5.781398551,5.736937242
"EFCAB7",5.458207675,5.234909088,4.86713824,5.335432204,5.135620663,4.955577933,4.786348324,4.969380804,4.890650145,4.963019242,5.158388077,4.966304868,4.830191601
"EFNA4",7.741372736,8.100714389,7.922708294,7.188990864,7.634831602,8.054073857,8.407615793,7.848482622,8.034629724,8.058787461,8.390724813,7.870385202,7.627188247
"EFTUD2",8.939455046,8.85737216,8.657680111,8.902797675,8.767782295,9.045174355,9.196295866,9.548047296,9.341559999,9.156279417,8.818175404,9.255593469,9.119258687
"EGFR",8.831647092,9.098358239,9.426455488,8.581063502,8.593783573,9.057907806,8.793632826,9.326535049,9.226656508,9.204338267,9.169425621,8.794983683,9.448705606
"EGR1",12.31409834,11.27679889,10.33329351,12.39995413,11.25282947,10.36862642,11.65268146,11.80965952,11.23024972,12.33624471,12.8418727,10.34351871,10.62490192
"EGR3",5.83013987,5.669858199,5.627378561,6.118592627,5.775926105,6.661281402,5.614396394,6.189807371,5.555477045,5.994421453,6.59929159,5.768511734,5.839846031
"EHD3",4.616345454,4.655562384,5.123620727,4.590572178,5.43535463,4.633412393,4.464871297,4.600913883,4.811312027,4.584883665,4.623727482,5.406316978,5.436818589
"EHHADH",10.47636175,10.75222735,10.78305081,8.268956428,9.615265969,10.21619942,9.94034478,9.931088072,10.12315892,9.770747233,10.71767364,9.19115547,10.49519429
"EIF2AK1",11.73585184,11.65649354,11.53977989,11.2733277,11.62642343,11.57335318,11.14133868,11.38677174,11.66472576,11.76107566,11.29790592,11.63806602,11.6706654
"EIF2B1",8.706295186,8.64696479,8.759712787,8.725791812,8.937785599,9.046199664,8.810862423,8.51789829,8.629666183,8.299454989,8.493514692,8.748954428,8.840324354
"EIF2B4",9.90176954,9.530335195,9.720151337,9.821993375,10.08801967,9.761182311,9.836346148,10.06895432,10.24593026,10.04299324,9.684684973,10.09825926,9.945158243
"EIF2S3",10.3415596,9.82422973,10.12714789,10.76857448,10.21083511,10.44768535,10.38085608,10.30068149,9.85869271,10.36776354,10.21083511,10.15705234,10.15523124
"EIF3B",11.45897433,11.6454891,11.65268146,11.95974423,11.80553648,11.48291252,11.74171511,11.80349505,11.94839989,11.52195652,11.46747816,11.77795741,11.69807379
"EIF3D",10.68076519,10.23661147,10.37882367,11.08920606,10.75222735,10.6919381,11.24160756,10.86322254,10.48515893,10.65148744,10.33898273,11.33054453,10.40007606
"EIF3F",10.33714272,10.44768535,10.51663647,10.6989673,10.44275066,10.22312729,10.74242586,9.85869271,9.816775759,10.06978128,10.22399361,10.14452215,10.24137172
"EIF3G",10.24137172,9.993032968,10.30596497,10.83787404,10.61150995,10.33620565,10.98636934,10.3112304,10.27173295,10.15050735,10.35440957,10.24665707,10.59585088
"EIF3H",10.10963083,9.692912657,9.950398724,10.58826225,10.58603176,10.07714853,10.55800258,10.14038427,9.904715699,10.02272499,10.15523124,10.12145787,9.957049029
"EIF4A3",9.314787436,9.494721497,10.15614762,10.11596909,9.449303386,9.685247336,9.690360142,9.728972989,9.888972448,9.868558966,9.643287691,9.710322685,9.541300864
"EIF4B",11.58452859,11.44609261,11.60535626,11.76107566,11.75909982,11.33883852,11.6706654,11.75717357,11.82744105,11.70764002,11.21969634,11.5177944,11.66103077
"EIF4EBP1",5.167427447,5.742404287,4.689849077,4.783861838,5.116841137,4.851320019,4.473356364,4.827682186,5.210496607,4.857830935,4.96471675,4.749445733,5.81342944
"EIF4ENIF1",7.140973005,7.196211963,7.536544032,7.689236981,6.951154744,7.640605535,6.939679943,7.559168959,7.488651579,7.468071401,7.141599532,7.398764904,7.357952513
"EIF4H",10.86932455,10.82727916,10.87970951,11.39298505,11.06623037,10.824755,10.88372539,10.76260555,11.04156773,10.80235646,10.93062078,10.97165458,10.85031994
"EIF5B",8.566603344,8.504120119,8.575955646,8.332160708,8.468662522,8.622539859,8.466834178,8.309662235,8.655050347,8.652857621,8.495854176,8.297635308,8.479135132
"ELAVL1",5.984791679,6.348776001,5.537793195,6.406788722,6.031323195,5.962352266,5.852708721,6.44661199,6.426111,5.213324369,6.200600381,5.5218908,5.574670961
"ELK1",8.544737072,8.908068853,8.491806919,8.474323562,8.610946678,8.856056015,8.503638808,8.438171988,8.772044794,8.54518851,8.744175517,8.723019208,8.804727744
"ELK4",5.520890478,5.350926281,5.650622894,5.772887324,4.864680701,5.591087491,5.029150568,5.193255306,5.50279168,5.938255124,5.808787735,5.057143705,5.499189313
"EMG1",8.715650992,8.64934396,8.880429657,8.980043172,8.905898278,8.53856692,8.958489001,8.636962682,8.789741288,8.635609679,8.544365939,8.686907701,8.589071926
"ENAH",5.717929718,5.578489131,5.369266832,6.851995469,5.570519615,5.04345945,5.669325476,5.52303263,6.205088648,6.077898471,4.919647598,5.677977272,5.972870831
"ENG",10.08653318,9.579241705,8.979592961,10.97443439,8.850693628,10.16889676,9.093471978,9.24467186,9.126008424,9.998888311,9.174553818,10.18565506,9.330770173
"ENO3",10.45732096,11.9615907,11.89816258,7.947345234,10.98491324,11.65268146,9.431400475,11.30264592,11.54562939,10.31587028,12.44995072,10.14292744,12.7347023
"ENOPH1",8.476604587,8.44029702,8.804211815,8.754830344,8.595997957,8.610106724,8.392392006,8.499491709,8.290415469,8.290415469,8.797834303,8.452738291,8.092361854
"ENPP2",8.30032459,7.928759232,6.968673369,8.680109828,7.302108319,9.308382925,7.397599838,8.501855449,7.407687407,8.528152643,7.988352693,8.230219774,7.349627583
"ENSA",7.508232394,7.408798314,7.965779275,6.873058505,7.131979272,7.556364686,7.709229541,6.943983462,7.427566304,7.177826877,7.705065365,6.675379696,7.342202079
"EP400",7.656273281,7.373517157,7.743251544,7.545105088,7.709229541,7.739642147,7.591229091,7.680677393,8.089196787,7.880597652,7.278586859,7.940280139,7.676379802
"EPB41L4A",5.592489324,5.811143234,5.554195087,5.294313373,5.462171636,5.208124768,4.724322186,5.371286055,5.737617541,5.866093526,5.79749091,5.184639548,5.47425145
"EPCAM",6.578641624,6.458950076,7.296984711,10.66343587,8.381290223,7.056861281,8.174845796,7.823501522,7.803406069,8.070346657,6.507337171,7.449574159,6.203710602
"EPHA2",6.06834067,6.664281805,7.075533802,8.898993726,7.395438303,6.555436315,6.14113687,6.568317138,8.015707595,7.699600824,6.879292466,6.821841725,6.419094546
"EPHA3",5.921583699,5.20338884,4.805241999,7.037281174,6.291432709,5.440324613,5.534619856,5.640233152,5.46982675,5.959537953,4.785809006,6.261037509,4.949370436
"EPHX2",11.21198685,11.1866365,11.20845985,8.689879372,10.76975574,10.6894597,11.01487006,10.57054051,10.61575703,10.79882655,11.29113806,10.12315892,10.87591402
"EPM2A",5.060750164,5.114780843,5.079084933,4.995319379,5.296434169,4.811549156,4.927408325,5.31773491,5.138161666,5.047549744,5.991909786,5.146712933,5.241605127
"ERCC3",7.460114462,7.41670361,7.351649583,7.374543172,7.542568098,7.554294647,7.699600824,7.597156145,7.632216533,7.708204743,7.651247051,7.738844691,7.316093549
"ERGIC3",11.0094149,10.93562786,10.63182321,11.18199191,11.17905841,10.87428423,10.88871118,11.09748121,11.03580291,10.95811895,10.91857388,11.09061868,11.40272892
"ERMP1",6.119447946,6.153060449,6.136376368,5.903134255,6.017493721,6.298204914,6.37816142,6.0805569,5.90670668,6.007483024,5.838376106,6.13036598,6.288559801
"ESR1",8.105508156,8.132426218,8.194707953,6.357023871,8.061582156,7.981993251,7.055010181,8.108395912,8.112006227,7.698417163,8.745040372,8.493514692,8.444955235
"ESRP1",4.526447793,4.503398346,4.443764471,4.48310502,4.538663846,4.679928342,4.494141799,4.442009608,4.424935537,4.445950269,4.438852405,4.426128876,4.576854709
"ETFDH",10.71458291,11.45471982,11.34674671,9.848003638,10.48422095,10.81660329,9.934787183,10.41755186,11.05547459,10.91971485,11.03725602,10.19072082,11.06182777
"ETHE1",4.985264004,4.817131738,5.128560487,5.281904871,5.074344746,4.854830406,5.148108642,4.950228729,4.548566711,5.233905638,4.770543135,5.032253859,5.50298059
"ETS2",10.69539663,11.68066788,11.49418533,12.24092068,10.87970951,11.53624726,11.11817424,11.27188313,11.80746945,11.71975143,11.35347994,10.95052907,11.31899985
"ETV4",4.831072752,4.957163353,4.738485124,5.287196218,4.656229923,4.807199838,4.754134432,4.571957797,4.872721768,4.717734082,4.806271388,4.757735276,5.005031736
"EXO1",5.264219299,4.694299353,4.800546731,4.545436447,4.769145564,4.776999608,4.919756298,4.835926873,4.63625477,4.604813562,4.595606657,4.888536088,4.721282372
"EXOC2",7.283955632,6.932635878,7.141267543,6.996438144,6.929868078,7.038862291,7.215039396,7.321502953,6.438230764,7.119170935,7.128945583,7.377462205,7.367732941
"EXOC3L1",4.750183825,4.589815395,4.724161737,4.632443815,4.646918443,4.951950814,4.545772324,5.127874336,4.636694362,4.864397735,5.115688607,5.14491076,4.778712925
"EXOC4",5.903385416,5.902875014,5.816598753,6.083760837,5.816598753,6.053148258,5.91217235,5.942394229,6.160983516,5.980731076,5.968008082,6.18461793,6.186255404
"EXOC6B",5.0194008,5.006515378,5.261479501,5.163799773,5.352453433,5.233343544,4.766757137,5.12280376,4.935705065,5.47023921,5.22024505,4.959944131,4.814619739
"EXOSC1",9.497239616,9.269288898,9.387970529,9.869263508,9.616632873,9.438509829,9.680688236,9.739517254,9.395104629,9.674770565,9.263267297,9.594902293,9.525560722
"EXOSC10",9.108497485,8.978979469,8.965480414,9.151369091,9.105340343,8.970571743,8.996365531,8.933591819,8.933591819,8.951358367,8.932500085,9.262736868,8.85511345
"EXOSC3",8.224380039,7.946196263,8.263222956,8.088825586,7.701500135,7.411750291,7.571499635,8.087654127,7.999872947,7.892039732,8.052924302,8.082339024,8.004638912
"EXOSC4",7.282589408,7.82959125,7.166343586,7.011689342,7.745686183,7.089992507,7.580158906,7.717830735,8.049792433,7.362783825,7.377817496,7.305166849,7.874240288
"EZH1",5.553971052,5.222994043,5.480415597,5.137411159,5.504262663,5.471206373,5.299059234,5.169041047,5.654360943,5.443583693,5.284955594,5.453946018,5.596979109
"EZH2",4.891468754,4.926671051,5.010373239,5.427662547,5.192447127,5.302299198,5.075970512,5.226001355,5.273103292,4.877591042,4.720481551,5.910156564,5.082016805
"F11",9.701850773,9.652473257,10.23577957,7.850751046,9.003034421,9.786659358,9.154632971,8.764441045,9.273506898,9.504966623,9.535871706,8.421397336,9.131581969
"F3",5.286077446,4.670410434,4.649742194,7.867673268,5.54885167,5.029700844,4.693516155,4.567141754,4.873886693,5.035105545,5.261367333,5.117846409,4.86171048
"F8",7.209718773,7.067719304,6.835908645,7.499333484,7.556719118,7.507192193,7.283955632,7.374823333,6.835080631,7.127626441,7.30645435,7.360448462,7.170653773
"F9",12.27704764,12.07788794,11.9550442,10.82351538,12.09790659,11.87899745,11.81509645,12.33308286,12.02806884,12.30380746,12.21728884,12.04878462,12.47290948
"FABP5",7.2373121,7.83451913,6.720430169,8.591115536,6.290039009,8.051279379,8.005527722,7.457721949,7.815098548,7.688423156,6.948703149,9.619844067,6.763430802
"FAF1",8.333791044,8.157119572,8.328227293,8.147724582,8.573411189,8.102329732,8.139292585,8.826378322,8.235728655,8.226399602,8.374733328,8.678185531,8.219418992
"FAM120AOS",6.88961066,6.939679943,7.179831016,6.717932967,6.948023442,6.484657194,6.751595812,6.182408902,6.96714194,6.490570165,7.022979769,6.633111572,7.104830829
"FAM168A",9.310635662,8.921817729,8.886623735,8.672438447,9.124902145,8.606545644,9.154169706,8.573411189,8.834575473,8.532984581,8.866868681,8.905371315,8.618038339
"FAM168B",6.508812186,6.875783433,6.593734666,6.954381264,7.044553579,6.74211374,7.047227958,6.096746087,7.373517157,6.121831498,6.433010879,6.292862062,6.602676275
"FAM172A",9.002488599,8.875416465,8.634627119,8.840848898,9.07675439,8.755351678,9.366058958,8.761747341,8.808900062,8.64203448,9.077324274,8.676791423,8.804211815
"FAM20B",8.600737207,8.447676441,8.856447558,8.379592543,8.603784191,8.666043236,8.667903657,8.533799908,8.653761856,8.21165591,8.410261987,8.591115536,8.764812859
"FAM216A",6.256099541,6.449157588,5.692013801,6.547668448,6.684299928,6.802572129,6.227379193,6.836478594,6.075535471,7.004133849,5.809052959,5.9284029,5.140773942
"FAM220A",7.704647778,7.368406377,7.681058452,7.576634323,7.405762643,7.476987503,6.815448011,7.524409301,7.08570384,7.426528285,7.413496929,7.932938091,7.269022299
"FAM50A",10.55248522,10.66810513,10.41931077,10.9108849,10.80755206,10.5664076,11.09614543,10.97443439,10.71664251,10.61041214,10.56311003,11.09190919,10.49424346
"FAM83B",4.786880765,4.514451181,4.702727751,4.831432243,4.70235239,4.56160318,4.766450493,4.757802165,4.539166838,4.735262502,4.728214245,4.677360468,4.458771561
"FAM83D",5.696778684,4.765313147,4.601007856,4.848777167,5.810224382,4.972050352,5.157774803,4.739360824,4.567570864,4.608600605,5.136358976,4.91474585,5.182871664
"FAM83H",7.154916228,7.313781809,6.984233302,7.610504514,7.291135075,7.121576141,7.914477872,7.272648331,7.814740765,7.301131274,7.171323568,7.147301038,7.484632066
"FAM91A1",6.527906379,6.707677724,7.01387149,6.613557218,6.668242766,6.93199511,5.840880615,6.642298733,6.507010643,6.593115331,6.433264638,6.128386909,6.50969788
"FAM98C",6.521105776,7.166672393,6.926057483,6.436111341,6.973595791,6.680646492,7.245523579,7.357259364,7.088289705,6.140264408,7.668634701,6.655888833,6.927020612
"FANCC",5.14780117,6.177454638,5.114673613,4.808142528,6.743964236,4.805780591,5.606908807,5.478326295,6.080836541,5.131228937,5.797286745,5.187642712,6.016216862
"FANCD2",5.070188782,5.142388985,5.24662816,5.249652793,5.515437993,5.021756426,4.861419142,5.270582136,4.855170065,4.95598151,4.765393362,5.611668561,4.803702528
"FANCF",4.502469939,4.761334069,4.738074219,4.713451511,4.72557496,4.524479461,4.64867192,4.508284614,4.550267734,4.619659698,4.54954048,4.638892833,4.768451065
"FANCG",6.727562682,7.144342655,6.250739852,6.664281805,6.522820792,5.979641445,6.735431633,6.457082175,6.909549174,6.154913016,6.195379388,7.241606571,6.361871686
"FANCI",4.569803062,4.65460282,4.537955985,4.598838021,4.691529077,4.555069603,4.434934381,4.610989854,4.553595349,4.492626468,4.460499738,4.507158647,4.619685209
"FARS2",8.943575749,8.722613455,8.580173337,8.220678203,8.964947313,8.306200163,8.511713724,8.867821796,8.541889001,8.454034257,8.98975672,8.763994007,8.727695031
"FARSB",14.22024154,14.46185118,14.41687396,14.47475707,14.07094961,14.47475707,14.71824933,14.65498088,14.66853289,14.7939493,14.71824933,14.78202348,14.47475707
"FAS",5.08416159,5.709970747,6.210620421,5.55237716,5.704275882,5.306680777,5.170737543,5.411468696,4.769827324,4.834231409,5.059053365,5.792708278,5.67712024
"FASTK",8.867321946,8.907047334,8.783135168,8.25627124,8.880429657,8.785046033,8.85511345,8.228465129,8.775813638,8.416003487,8.703522714,8.540969252,8.680581997
"FASTKD3",7.11612955,7.010783391,6.739487298,6.90364694,6.968284219,7.36208532,6.815169323,6.664281805,7.127282462,7.053261979,6.875173906,6.495949398,6.696873293
"FAT4",4.661464677,4.77279449,4.883959144,4.868439304,4.715336903,4.75962441,4.679944932,4.605320684,4.663533811,4.725672899,4.743045293,4.753407472,4.87586099
"FBLIM1",5.08237746,4.795355882,5.02864406,5.808315582,5.470439289,5.30287333,5.051408139,4.761838473,4.986017628,5.11873991,5.018438044,4.846762072,5.154668246
"FBLN1",9.63125716,9.204338267,8.843418133,11.29935618,11.07835946,9.418494586,10.07207202,8.733862379,10.55461064,10.00751601,8.645120002,10.42352236,8.750009473
"FBP1",13.25882784,13.86142442,13.9332178,12.14305204,12.54488151,12.8611496,12.65067967,13.04691744,13.40020405,13.48430892,13.39444557,12.81019832,13.4729292
"FBXL18",4.484973326,4.517496307,4.543574911,4.678703384,4.51159624,4.634958676,4.467985957,4.505011875,4.618289766,4.614752241,4.63862701,4.571328192,4.536421272
"FBXO4",7.305793236,6.95472302,7.491305592,7.211780521,7.848482622,7.195902549,7.70710692,7.20276526,7.069257344,6.96230091,7.181858174,7.862296081,7.528243702
"FBXO44",4.874552699,5.048610626,4.90302553,5.386396743,5.080967447,5.478326295,4.764691101,5.382855113,4.739767658,4.924472281,5.554553411,5.441857901,5.175918474
"FBXO5",6.454790322,6.530250009,6.502716909,6.807021552,6.461592565,6.63602948,5.831544147,7.08632363,7.155555355,6.407089895,6.741803934,6.9024034,6.302180216
"FBXW2",6.584010163,6.836705013,6.987986631,6.735768627,6.799435729,6.746386204,7.273313302,7.017097941,6.728362169,7.184503856,6.738581915,6.947703788,6.993742833
"FCER1A",7.90018295,7.196862407,7.301774236,6.690603218,8.281914667,5.585652483,6.370017886,7.724802109,7.238616246,5.264219299,6.818972606,6.451161934,6.152210172
"FCGR2B",6.980368745,7.153925801,7.18387451,7.820676706,6.908641697,7.218657187,6.12538323,8.068901417,7.122930301,7.598586346,7.57767724,7.196592676,7.465223957
"FCN3",13.15958776,13.95496394,13.17192734,13.64526552,13.20268897,13.79780687,12.16832846,14.38078954,13.35896968,14.12361439,13.33950589,14.34628795,13.67221901
"FDPS",7.164034761,7.55007479,8.51789829,6.430579789,8.779022862,7.39288728,9.922798,8.113609443,8.125011135,7.375833541,7.755125141,7.866131768,8.009361641
"FEN1",7.492096798,8.06122356,7.651247051,7.643250028,7.922708294,7.162024609,7.685861401,8.143644002,7.360448462,7.128580165,7.694924542,8.270166461,7.628257023
"FERMT1",4.723753775,4.5483342,4.58209022,5.405630244,5.460901395,4.609695781,5.196925235,4.671722159,4.95598151,4.845200836,4.574828747,4.574009198,4.498099994
"FEZ1",7.932208823,8.63146079,7.812808138,8.097161938,8.480043139,8.559469227,7.756513105,8.627271985,7.871526549,8.523372356,8.170113488,9.23800965,8.294280952
"FGF13",4.948950082,4.971661726,4.884564492,6.004028324,4.795000145,5.10048002,4.758268249,4.683915596,4.909479286,4.889984138,4.697598343,5.101579607,4.669106246
